Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1997,03/10/1998,Helmhold Oil,Allegany,FULMER VALLEY,6,8,NO
1990,04/18/1991,Texas Meridian Operating Co.,Cattaraugus,LITTLE VALLEY,0,0,INACTIVE
1991,02/18/1992,"Campbell, Mott",Allegany,RICHBURG,0,10,INACTIVE
1986,03/10/1987,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1996,03/24/1997,"Matrix Energy Development, Inc.",Erie,ELMA,0,0,NO
1996,04/07/1997,"Pefley Oil & Gas, Inc.",Erie,CHESTNUT RIDGE,0,0,
1971,09/23/1994,Newman Oil Co.,Cattaraugus,CHIPMUNK,19,2,NO
1984,01/17/1985,"Jennings, Alfred",Allegany,SCIO,4,0,NO
1998,06/22/1999,"Degitz, Sig",Cattaraugus,BRADFORD,0,0,NO
1997,01/27/1998,"Less, John F. Jr.",Erie,BRANT-EDEN,0,0,INACTIVE
1998,01/25/1999,"Edwards, Thomas M. & Emma C.",Wyoming,DANLEY CORNERS,0,0,YES
1975,08/30/1994,Wasson/Regis Oil Company,Allegany,RICHBURG,23,14,NO
1986,03/19/1987,Berea Oil & Gas Corp.,Chautauqua,ELLERY,1,0,NO
1969,10/04/1994,Great Lakes Gas Corp.,Wyoming,DANLEY CORNERS,0,0,NO
1997,03/24/1998,"J & J Realty, Inc.",Erie,NORTH COLLINS,0,0,YES
1997,04/09/1998,"Ardent Resources, Inc.",Livingston,LEICESTER,0,0,NO
1989,04/09/1990,"American Penn Energy,  Inc.",Erie,BRANT-EDEN,0,0,NO
1988,04/12/1989,Estate of Gary W. George,Wyoming,UNNAMED,0,0,YES
1986,02/19/1987,"Trahan Petroleum, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1991,04/01/1992,TGX Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1988,03/31/1989,Columbia Gas Transmission Corp.,Cattaraugus,PIGEON HILL,0,0,INACTIVE
1982,05/31/1994,Exit 17 Truck Service,Cattaraugus,,0,1,YES
1994,01/19/1995,"Anderson, Joyce A.",Chautauqua,LAKESHORE,0,0,YES
1993,03/14/1994,"Otis Eastern Service, Inc.",Allegany,RICHBURG,16,0,NO
1999,03/31/2000,National Fuel Gas Supply Corp.,Allegany,SHARON,0,0,NO
1985,03/28/1986,Meridian Exploration Corp.,Cayuga,AUBURN,0,0,INACTIVE
1999,10/06/2000,A.D.C.O. Well Services Inc.,Cayuga,WEST AUBURN,0,0,NO
1984,04/08/1985,"Rochez, Mary B.",Cattaraugus,,0,0,YES
1988,03/24/1989,"Engx, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/08/1999,Cliffstar Corp.,Chautauqua,LAKESHORE,0,0,YES
1998,04/06/1999,"GFS Energy, Inc.",Erie,BRANT-EDEN,0,0,NO
1983,08/13/1984,Fitzgerald Brothers,Ontario,HONEOYE,0,0,NO
1999,03/22/2000,"Cotton Well Drilling Company,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,11/27/1985,Wightman Producing,Allegany,RICHBURG,9,0,NO
1970,09/28/1994,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1985,02/25/1986,"Tellinghuisen, George",Chautauqua,BUSTI,8,2,NO
1978,07/14/1994,"SCG Gas Quest, Inc.",Erie,,0,0,
1986,03/11/1987,"Herberger, Donald",Genesee,PAVILION,0,0,NO
1999,04/03/2000,"Lane, Dona M. & Kenneth S.",Chautauqua,LAKESHORE,0,0,YES
1981,06/06/1994,Dunlop Tire & Rubber Co.,Erie,LAKESHORE,0,0,INACTIVE
1999,04/19/2000,Columbia Natural Resources  LLC,Seneca,REEDER CREEK,0,0,NO
1993,03/10/1994,"Lenape Resources Corp., The",Livingston,AVON,0,0,NO
1984,03/19/1985,"Sherwood, Helen",Cattaraugus,CHIPMUNK,8,0,NO
1975,08/31/1994,"Wanamaker, Raymond & Aletha",Erie,GLENWOOD,0,0,NO
1984,04/03/1985,"Lenape Resources Corp., The",Livingston,FINNEGAN HILL,0,0,NO
1997,04/06/1998,Whiting Door Manufacturing Corp.,Erie,AKRON,0,0,YES
1986,03/27/1987,"Templeton Energy,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1987,04/25/1988,"Bath, Village of",Steuben,BATH,0,0,NO
1988,04/12/1989,Meridian Exploration Corp.,Chautauqua,LAKESHORE,0,0,NO
1990,03/25/1991,"Desert Gas Exploration, Inc.",Allegany,RICHBURG,18,0,NO
1992,04/09/1993,Hull,Livingston,LEICESTER,0,0,YES
1997,02/20/1998,"Ciminello, Angeline",Chautauqua,LAKESHORE,0,0,YES
1998,01/19/1999,"Perry, Gerald W",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1990,04/01/1991,U S Energy Development Corp.,Cattaraugus,LAKESHORE,0,0,NO
1989,03/19/1990,Pennzoil Products Co.,Cattaraugus,BRADFORD,0,61,INACTIVE
1986,03/11/1987,"Blessing, Harold O.",Cattaraugus,BRADFORD,3,0,NO
1991,01/24/1992,Exolon-Esk Co.,Erie,TONAWANDA,0,0,INACTIVE
1982,05/24/1994,"J & J Realty, Inc.",Erie,NORTH COLLINS,0,0,YES
1993,04/08/1994,Altimus & Associates,Allegany,RICHBURG,12,6,NO
1995,11/19/1996,"Edwards, Nathan B Jr",Steuben,BEECH HILL-INDEPENDENCE,0,8,INACTIVE
1997,01/27/1998,"Taber, Grover E. Jr.",Oswego,LITTLE FRANCE,0,0,YES
1981,06/16/1994,"Gens,  Ralph R.",Allegany,RICHBURG,4,8,NO
1975,08/31/1994,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,YES
1994,02/09/1995,Libra Petroleum Company,Chautauqua,BUSTI,64,4,NO
1990,02/06/1991,"Sorrento Cheese Co., Inc.",Erie,BUFFALO,0,0,YES
1983,02/02/1984,Akron Central School District,Erie,AKRON,0,0,YES
1988,03/22/1989,"Middaugh, Vincent",Allegany,CORBIN HILL,0,5,YES
1988,03/13/1989,Lackawanna City School District,Erie,WEST SENECA,0,0,YES
1999,04/07/2000,Great Lakes Energy Partners,Cattaraugus,LAKESHORE,0,0,NO
1985,04/10/1986,"Thropp, Gregory J",Cattaraugus,BRADFORD,5,0,NO
1996,03/24/1997,New York Gas & Oil Drilling Co,Chautauqua,LAKESHORE,0,0,INACTIVE
1987,05/17/1988,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1997,04/02/1998,"Lenape Resources, Inc.",Genesee,UHLEY CORNERS-CALEDONIA,0,0,NO
1987,04/19/1988,Weaver Gas Well Management,Genesee,PAVILION,0,0,NO
1997,04/01/1998,Seneca Resources Corporation,Chautauqua,CASSADAGA CREEK,0,0,NO
1983,03/05/1984,"Templeton Energy,  Inc.",Erie,LAKESHORE,0,0,NO
1983,02/02/1984,"Slater, Patricia A.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1992,04/06/1993,"GFS Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,03/13/1989,Birch Run Putt Farm,Cattaraugus,BRADFORD,1,1,NO
1988,04/12/1989,J G & A Co-Venture,Allegany,BEECH HILL-INDEPENDENCE,2,4,NO
1996,03/18/1997,"Harris, William",Genesee,UHLEY CORNERS-CALEDONIA,0,0,YES
1987,03/01/1988,"Morse, Theodore S",Chautauqua,LAKESHORE,0,0,NO
1993,04/04/1994,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,YES
1991,03/16/1992,CNG Transmission Corp.,Seneca,FAYETTE-WATERLOO,0,0,NO
1989,03/29/1990,Frank H. Stephan Oil Group,Cattaraugus,BRADFORD,18,0,NO
1990,01/02/1991,"Thompson, Kenneth L",Erie,CLARENCE,0,0,YES
1988,03/27/1989,"20 Bliss Street, Inc.",Chautauqua,LAKESHORE,0,0,NO
1979,07/08/1994,Westinghouse Electric Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1999,03/23/2000,"Heintz Gas & Oil Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,03/06/1990,National Fuel Gas Supply Corp.,Genesee,PAVILION,0,0,NO
1996,02/27/1997,Frank H. Stephan Oil Group,Cattaraugus,FOUR MILE,12,0,NO
1993,04/04/1994,Lamar Exploration Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1985,05/23/1986,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,0,0,NO
1982,05/25/1994,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1977,08/16/1994,"Sherwood, Helen",Cattaraugus,CHIPMUNK,9,0,NO
1983,03/09/1984,"Flint, Estate of Roy A",Wyoming,PIKE CORNERS,0,0,YES
1998,04/05/1999,Big Tree Energy Partners,Wyoming,SILVER LAKE,0,0,NO
1999,04/04/2000,"Alcott, C. Keith",Oneida,UNNAMED,0,0,INACTIVE
1994,03/22/1995,Shawnee Operating Co.,Erie,NORTH COLLINS,0,0,NO
1985,03/03/1986,"Arrowhead Gas Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,03/17/1992,Waste Water Treatment Plant,Chautauqua,LAKESHORE,0,0,YES
1967,10/07/1994,Bradley Producing Corp.,Allegany,,0,0,NO
1983,04/10/1984,"Envirogas, Inc.",Chautauqua,NORTH HARMONY,0,0,INACTIVE
1990,01/24/1991,"Smith, Wayne L",Wyoming,WYOMING,0,0,YES
1983,06/05/1984,"Carls, Kevin D",Cattaraugus,BRADFORD,9,0,NO
1968,10/05/1994,"Major, Michael Eli",Cattaraugus,,1,0,YES
1976,08/22/1994,"Clark, Newton",Allegany,,9,0,NO
1992,03/30/1993,Falconer Central School District,Chautauqua,LAKESHORE,0,0,YES
1974,09/08/1994,Anderson Oil Co.,Steuben,ADRIAN REEF,0,0,NO
1994,03/22/1995,"Local Energy, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1993,02/28/1994,"Pan Energy Company, Inc.",Erie,NORTH COLLINS,0,0,NO
1995,04/04/1996,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,YES
1993,03/30/1994,"Sturdevant, Walter B.",Allegany,FULMER VALLEY,0,14,INACTIVE
1992,04/05/1993,"Oil, Gas & Land Services, Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,06/15/1994,Fault Line Oil Corporation,Cattaraugus,ASHFORD,0,0,NO
1987,04/22/1988,Newman & Uhl Producing Co.,Cattaraugus,CHIPMUNK,10,0,NO
1992,06/03/1993,Bemus Point Central School District,Chautauqua,LAKESHORE,0,0,YES
1994,04/05/1995,"Frey Well Drilling, Inc.",Erie,ELMA,0,0,INACTIVE
1979,06/29/1994,"Fitzgerald, Thomas J.",Allegany,RICHBURG,3,2,NO
1997,03/31/1998,Dannic Energy Corp.,Chautauqua,CARROLL,0,3,INACTIVE
1997,04/01/1998,Seneca Resources Corporation,Chautauqua,BUSTI,0,0,NO
1993,02/24/1994,"Charlebois Energy Products, Inc",Chautauqua,LAKESHORE,0,0,INACTIVE
1973,09/15/1994,Hughes Oil Co.,Allegany,RICHBURG,4,1,NO
1991,04/03/1992,"GFS Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,YES
1987,03/01/1988,"Hitchcock, Glen",Cattaraugus,BRADFORD,0,1,INACTIVE
1984,10/23/1986,Hopewell Oil Co.,Allegany,NILE,14,0,NO
1996,04/14/1997,"Ardent Resources, Inc.",Ontario,MELVIN HILL,0,0,INACTIVE
1998,03/30/1999,"Matrix Energy Development, Inc.",Erie,ELMA,0,0,NO
1979,06/29/1994,"Flint Oil & Gas, Inc.",Cattaraugus,ZOAR,0,0,NO
1982,05/26/1994,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,LAKESHORE,0,0,YES
1997,03/03/1998,"Stiegler, Richard M",Erie,BUFFALO,0,0,YES
1998,03/04/1999,Lomak Operating Company,Cattaraugus,ELLICOTTVILLE,0,0,NO
1986,02/13/1987,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1995,03/26/1996,Seneca Resources Corporation,Allegany,RICHBURG,0,0,NO
1998,03/30/1999,"Matrix Energy Development, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/01/1999,"Ardent Resources, Inc.",Madison,UNNAMED,0,0,INACTIVE
1969,10/03/1994,Putnam Oil Company,Allegany,,8,0,NO
1994,03/22/1995,Oily Ann Oil And Gas Inc.,Cattaraugus,BRADFORD,1,0,NO
1980,06/28/1994,"Brascan Exploration, Inc.",Wyoming,CASTILE,0,0,INACTIVE
1973,09/15/1994,"Cook, Mary Scott",Allegany,RICHBURG,2,0,NO
1979,06/30/1994,Templeton & Woods,Cattaraugus,LAKESHORE,1,0,NO
1999,03/27/2000,"R. W. Taylor & Sons, Inc.",Wyoming,LEICESTER,0,0,YES
1984,04/11/1985,National Fuel Gas Supply Corp.,Erie,ZOAR,0,0,INACTIVE
1989,04/03/1990,Cabot Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1987,02/29/1988,CNG Transmission Corp.,Livingston,LEICESTER,0,0,YES
1976,08/22/1994,"Jennings, Earl",Allegany,RICHBURG,14,0,NO
1992,03/30/1993,"Howell, George E. and Betty L.",Chautauqua,BUSTI,0,0,YES
1975,08/30/1994,"Dust Bowl Oil Company, Inc.",Allegany,RICHBURG,6,27,NO
1972,09/21/1994,Ashland Exploration Co.,Seneca,FAYETTE-WATERLOO,0,0,NO
1996,03/12/1997,"Copper Ridge Oil, Inc.",Cattaraugus,FIVE MILE,17,0,NO
1993,03/22/1994,Columbia Natural Resources  LLC,Chautauqua,LAKESHORE,0,0,NO
1981,06/01/1994,"Boswell, Estate of James B.",Chautauqua,BUSTI,12,0,NO
1968,09/30/1994,Iroquois Gas Corp.,Chautauqua,,0,0,NO
1984,04/03/1985,"Barberi, Elberta",Erie,GLENWOOD,0,0,INACTIVE
1989,01/25/1990,"Estate of Potter, Joseph O",Allegany,BEECH HILL-INDEPENDENCE,0,1,INACTIVE
1986,02/25/1987,Maple Oil Co.,Allegany,RICHBURG,9,0,NO
1998,03/23/1999,"Geo Ventures, Inc.",Erie,CONCORD,0,0,NO
1994,04/07/1995,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1989,01/25/1990,"Demambro, Gene Brian",Chautauqua,LAKESHORE,0,0,YES
1992,04/06/1993,"Stedman Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,02/15/2000,"Galliford, J. Daniel & Clara R.",Genesee,BETHANY,0,0,YES
1982,05/31/1994,"Templeton Energy,  Inc.",Cattaraugus,LAKESHORE,0,0,NO
1987,04/13/1988,Helmhold Oil,Allegany,FULMER VALLEY,16,0,NO
1998,02/09/1999,"Kingsley, Edgar",Wyoming,LEICESTER,0,0,YES
1987,03/21/1988,Great Lakes Color Printing Co.,Chautauqua,LAKESHORE,0,0,INACTIVE
1983,02/01/1984,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,LAKESHORE,0,0,YES
1977,08/15/1994,"Torrey, Richard",Cattaraugus,BRADFORD,0,10,INACTIVE
1987,03/29/1988,"Doran & Associates, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1985,02/12/1986,"Adamson, Bill",Chautauqua,LAKESHORE,0,1,INACTIVE
1967,10/07/1994,"Tellinghuisen, George",Chautauqua,BUSTI,0,0,
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,05/01/1989,"Southwell, Russell  W",Chautauqua,BUSTI,84,0,NO
1990,02/14/1991,"Seaport Natural Gas Co., Inc.",Erie,LAKEVIEW,0,0,NO
1986,03/11/1987,"GFS Energy, Inc.",Genesee,ALDEN-LANCASTER,0,0,NO
1997,01/14/1998,"Estate of Potter, Joseph O",Allegany,BEECH HILL-INDEPENDENCE,0,1,INACTIVE
1981,06/16/1994,William Barnes Drlg & Prod Co.,Allegany,,1,0,
1990,02/07/1991,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,NO
1996,03/28/1997,Seneca Resources Corporation,Erie,WEST SENECA,0,0,NO
1971,09/23/1994,Weaver Gas Well Management,Genesee,UHLEY CORNERS-CALEDONIA,0,0,NO
1991,04/03/1992,"Old Acres Farm, Inc.",Wyoming,SILVER LAKE,0,0,YES
1979,06/29/1994,"Dutton, Oscar E",Cattaraugus,,2,2,NO
1993,03/16/1994,Regal Energy Limited,Erie,BRANT-EDEN,0,0,NO
1999,04/03/2000,"Desert Gas Exploration, Inc.",Allegany,RICHBURG,12,6,NO
1991,04/03/1992,"Newman, Edgar F",Yates,NORTH PENN YAN,0,0,
1985,02/24/1986,"Local Energy, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1988,03/22/1989,"Wroblewski, Francis M",Erie,GLENWOOD,0,0,YES
1976,08/25/1994,"Paragon Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/04/1985,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1987,04/21/1988,"Frey Well Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1999,04/11/2000,"Stephan, Phillip D.",Cattaraugus,FOUR MILE,2,0,NO
1996,04/08/1997,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,NO
1975,08/31/1994,Millar Supply Co.,Cayuga,BLUE TAIL ROOSTER,0,0,INACTIVE
1997,04/06/1998,"Kayak Gas & Oil Co.,  Inc.",Erie,LAKEVIEW,0,0,NO
1995,04/03/1996,"GFS Energy, Inc.",Wyoming,LEICESTER,0,0,NO
1996,01/17/1997,"Rotunda Estate, Sandy",Chautauqua,LAKESHORE,0,0,YES
1991,04/03/1992,Laurdon Gas,Chautauqua,LAKESHORE,0,0,INACTIVE
1986,02/11/1987,"Rigas, J & C",Allegany,ALFRED,0,0,INACTIVE
1971,09/23/1994,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,350,11,NO
1994,05/03/1995,"Ardent Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/11/1985,National Fuel Gas Supply Corp.,Erie,LAKEVIEW,0,0,YES
1995,12/10/1996,"Stein, Paul E. & Sons",Livingston,UHLEY CORNERS-CALEDONIA,0,0,INACTIVE
1988,04/12/1989,Moore Producing Co.,Allegany,RICHBURG,13,88,NO
1985,01/21/1986,St Bonaventure University,Cattaraugus,FOUR MILE,0,0,INACTIVE
1990,02/13/1991,National Fuel Gas Supply Corp.,Erie,WEST SENECA,0,0,NO
1971,09/29/1994,Iroquois Gas Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1977,08/19/1994,"Harris, William",Genesee,UHLEY CORNERS-CALEDONIA,0,0,NO
1988,03/13/1989,"Lischer, Donald A",Erie,ELMA,0,0,NO
1982,05/06/1994,"Stark, Eric",Allegany,BEECH HILL-INDEPENDENCE,1,1,NO
1986,03/26/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,03/03/1999,"Yahn & Yahn, Inc.",Allegany,BEECH HILL-INDEPENDENCE,13,0,NO
1986,04/14/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1991,04/03/1992,Eastern American Energy Corp.,Cattaraugus,LAKESHORE,0,0,NO
1993,03/21/1994,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,YES
1998,02/04/1999,"Bunnell, Herbert F.",Allegany,FULMER VALLEY,16,0,NO
1976,08/25/1994,"Paragon Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,04/25/1988,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,03/16/1990,"Dudar, John",Allegany,RICHBURG,3,0,NO
1972,09/20/1994,"Wilson, Neal K.",Allegany,,0,23,INACTIVE
1994,02/07/1995,"Meeder, Clinton C.",Chautauqua,LAKESHORE,0,0,YES
1997,04/20/1998,"Schiralli, Louie",Allegany,RICHBURG,8,7,NO
1997,04/09/1998,"Masoodi Mini Ventures, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1997,02/12/1998,"East Resources, Inc.",Allegany,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1978,11/20/1997,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,0,0,YES
1993,03/21/1994,Iroquois Natural Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1993,04/04/1994,Dannic Energy Corp.,Chautauqua,LAKESHORE,0,3,INACTIVE
1998,02/23/1999,National Fuel Gas Supply Corp.,Genesee,PAVILION,0,0,INACTIVE
1995,03/18/1996,"Eastern States Energy, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1970,09/29/1994,Dan Gernatt Farms,Erie,NORTH COLLINS,0,0,YES
1992,04/20/1993,National Fuel Gas Supply Corp.,Genesee,ROANOKE,0,0,NO
1992,04/09/1993,Dragon Eye Oil Co.,Allegany,RICHBURG,104,0,NO
1988,03/22/1989,A & F Oil Co.,Allegany,RICHBURG,22,18,NO
1985,05/23/1986,National Fuel Gas Supply Corp.,Genesee,ALDEN-LANCASTER,0,0,NO
1983,02/02/1984,"Sorrento Cheese Co., Inc.",Erie,BUFFALO,0,0,YES
1979,07/08/1994,J.V.P. Associates,Steuben,,0,0,
1986,02/27/1987,Gypsum Energy Management Co.,Genesee,INDIAN FALLS,0,0,NO
1986,03/12/1987,"Dawley, Sandra L.",Chautauqua,LAKESHORE,0,0,NO
1991,03/13/1992,"Haywood, Henry G",Chemung,VAN ETTEN,0,0,YES
1997,02/05/1998,"Farrar, Irmgard",Chautauqua,LAKESHORE,0,0,INACTIVE
1991,03/19/1992,"Burkholder, Randy",Chautauqua,LAKESHORE,0,0,YES
1987,03/18/1988,"Lenape Resources Corp., The",Wyoming,LEICESTER,0,0,NO
1996,04/14/1997,"Ardent Resources, Inc.",Allegany,UNNAMED,0,0,INACTIVE
1998,03/30/1999,"Shelex Drilling, Inc.",Chautauqua,LAKESHORE,0,0,YES
1984,04/03/1985,"F. L. Stead & Associates,  Inc.",Erie,BRANT-EDEN,0,0,NO
1988,06/28/1989,"Thomas, Peter & Judith",Ontario,VINCENT,0,0,INACTIVE
1996,04/08/1997,"Shelex Drilling, Inc.",Chautauqua,LAKESHORE,0,0,NO
1985,02/25/1986,"Appalachian Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/26/1987,"Wanamaker, Raymond & Aletha",Erie,GLENWOOD,0,0,NO
1976,08/25/1994,Lenacre Oil Co.,Chautauqua,BUSTI,40,0,NO
1987,03/22/1988,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,NO
1984,04/15/1985,Norris Oil Co.,Cattaraugus,CHIPMUNK,15,2,NO
1989,01/25/1990,"Church, Walter L",Chautauqua,LAKESHORE,0,0,YES
1993,03/31/1994,"Eastern States Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1985,03/26/1986,"GFS Energy, Inc.",Erie,BUFFALO CREEK,0,0,NO
1986,02/27/1987,Gypsum Energy Management Co.,Genesee,INDIAN FALLS,0,0,NO
1996,03/18/1997,Fault Line Oil Corporation,Cattaraugus,CHAFFEE-ARCADE,0,0,NO
1994,03/14/1995,Pennsylvania General Energy,Cattaraugus,BRADFORD,246,0,NO
1990,04/08/1991,High Point Petroleum Corp.,Wyoming,SILVER LAKE,0,0,INACTIVE
1992,04/23/1993,Meridian Exploration Corp.,Cattaraugus,LAKESHORE,0,0,YES
1968,10/05/1994,"Glass,  Theodore G.",Chautauqua,BUSTI,6,1,NO
1984,04/11/1985,National Fuel Gas Supply Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,YES
1993,03/04/1994,"Lenape Resources Corp., The",Livingston,UHLEY CORNERS-CALEDONIA,0,0,NO
1997,04/09/1998,"Energy Control Unlimited, Inc.",Erie,BRANT-EDEN,0,0,NO
1985,01/21/1986,Estate of Donald Vanstrom,Chautauqua,LAKESHORE,0,0,YES
1995,02/26/1996,"Brown, David S.",Chautauqua,LAKESHORE,0,0,NO
1986,04/13/1987,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1984,04/04/1985,Oilmark & Co.,Chautauqua,LAKESHORE,0,0,YES
1979,07/07/1994,"Java Oil & Gas Co.,  Inc.",Erie,,0,0,
1985,05/23/1986,National Fuel Gas Supply Corp.,Cattaraugus,LAKESHORE,0,0,NO
1992,04/13/1993,L. W. Resources,Erie,BRANT-EDEN,0,0,
1982,05/31/1994,"Shultz, Martin K",Cattaraugus,BRADFORD,9,1,NO
1994,02/14/1995,"Slater, Patricia A.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1984,04/10/1985,"Alden Aurora Gas Co.,  Inc.",Wyoming,ATTICA,0,0,INACTIVE
1991,06/03/1992,C & G Oil Co.,Allegany,NILE,7,0,NO
1993,03/21/1994,Pennzoil Products Co.,Cattaraugus,BRADFORD,0,0,NO
1998,05/17/1999,"Horncastle, Bruce R.",Allegany,RICHBURG,0,25,INACTIVE
1999,04/06/2000,Belden & Blake Corporation,Erie,CONCORD,0,0,NO
1989,10/25/1990,"Roche, Vincent & Gloria",Wyoming,JAVA,0,0,INACTIVE
1975,08/31/1994,"Catania,  Joseph T.",Chautauqua,LAKESHORE,0,0,NO
1997,03/12/1998,Alden Central School District,Erie,ALDEN-LANCASTER,0,0,YES
1987,04/27/1988,"Envirocorp, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,03/17/1997,"Pan Energy Company, Inc.",Erie,GLENWOOD,0,0,YES
1975,08/31/1994,"Kabel, Ruth, G.",Erie,,0,0,INACTIVE
1982,05/25/1994,Saint Barnabas R.C. Church,Erie,ALDEN-LANCASTER,0,0,YES
1993,05/02/1994,"Liberty Operating Co., Inc.",Wyoming,JAVA,0,0,NO
1996,10/27/1997,"Lee Oil Company, Inc.",Steuben,MARSH,0,360,INACTIVE
1977,08/19/1994,"Herberger, Donald",Genesee,PAVILION,0,0,NO
1984,04/12/1985,"Energy Oil, Inc.",Erie,EAST AURORA,0,0,NO
1984,04/02/1985,"P & S Drilling, Inc.",Erie,GLENWOOD,0,0,INACTIVE
1992,06/14/1993,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1981,06/16/1994,"Dick, James F Jr",Allegany,RICHBURG,4,6,NO
1986,03/11/1987,"American Penn Energy,  Inc.",Chautauqua,HARMONY,1,0,NO
1991,02/28/1992,"Hess, Lester H",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1969,10/03/1994,"Harder, Lee",Allegany,,0,0,
1974,09/08/1994,Columbia Gas Transmission Corp.,Steuben,HARTSVILLE,0,0,INACTIVE
1996,05/29/1997,"Hills, Sharon J.",Chautauqua,LAKESHORE,0,0,YES
1998,01/06/1999,"Auburn Golf & County Club, Inc",Cayuga,AUBURN,0,0,INACTIVE
1989,10/25/1990,"Westmin Resources,  Inc.",Livingston,HUNT HOLLOW,0,0,INACTIVE
1995,01/29/1996,"Large, William C. & Mary B.",Cayuga,WEST AUBURN,0,0,YES
1997,01/23/1998,"Ford, Cregg",Cayuga,WEST AUBURN,0,0,YES
1988,04/07/1989,"Vandermark Exploration, Inc.",Allegany,VANDERMARK CREEK,0,0,NO
1987,04/13/1988,Pennzoil Products Co.,Cattaraugus,BRADFORD,180,88,YES
1993,03/17/1994,"H. Olsen & Sons Contractors, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,03/14/2000,Frank H. Stephan Oil Group,Cattaraugus,FOUR MILE,22,0,NO
1988,04/12/1989,"Abarta Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,INACTIVE
1990,03/11/1991,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,04/13/1987,Wasson/Regis Oil Company,Allegany,RICHBURG,7,0,NO
1991,04/03/1992,"Newman, Edgar F",Cattaraugus,CHIPMUNK,23,0,NO
