Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1974,09/07/1994,Austin Oil Co.,Allegany,,20,20,NO
1993,03/03/1994,"Deptuch, Michael Estate",Cayuga,SUMMERHILL,0,0,INACTIVE
1973,09/14/1994,Iroquois Gas Corp.,Erie,,0,0,YES
1997,04/06/1998,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,0,0,YES
1992,04/14/1993,Transfuel Resources Co.,Cattaraugus,LAKESHORE,0,0,YES
1974,09/08/1994,"Studd,  Paul E.",Cattaraugus,CARROLLTON,0,2,INACTIVE
1976,08/25/1994,Reliagas Co.,Chautauqua,LAKESHORE,0,0,NO
1998,02/11/1999,Strippit Inc.,Erie,AKRON,0,0,YES
1996,01/28/1997,"Haier, Frederick and Phyllis",Erie,NORTH COLLINS,0,0,INACTIVE
1998,02/09/1999,"Howard, Terry",Chautauqua,LAKESHORE,0,0,YES
1978,07/14/1994,"Amarex, Inc.",Erie,GLENWOOD,0,0,NO
1999,08/10/2001,New York Gas & Oil Drilling Co,Wyoming,ALDEN-LANCASTER,0,0,NO
1993,08/02/1994,"Empire Exploration, Inc.",Erie,CONCORD,0,0,NO
1992,04/06/1993,Thomas A Miller Oil Co.,Cattaraugus,BRADFORD,12,4,NO
1986,02/25/1987,Harold Frey Well Drilling,Erie,ALDEN-LANCASTER,0,0,NO
1987,04/19/1988,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1985,04/11/1986,"Envirogas, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1989,02/08/1990,"Basic Energy Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/07/1999,"Pan Energy Company, Inc.",Erie,GLENWOOD,0,0,NO
1996,02/26/1997,"Excel Industries, Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1971,09/23/1994,Childs Brothers,Allegany,RICHBURG,10,0,NO
1986,03/10/1987,Cabot Oil & Gas Corp.,Ontario,MELVIN HILL,0,0,INACTIVE
1986,03/19/1987,"Abarta Oil & Gas, Inc.",Erie,LAKEVIEW,0,0,NO
1993,03/30/1994,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,3,0,
1985,03/26/1986,Silver Creek Drilling Corp.,Chautauqua,LAKESHORE,0,0,NO
1975,08/31/1994,Evinczik & Johnson,Chautauqua,BUSTI,5,0,NO
1987,04/01/1988,"Lyndon Oil Co.,Inc.",Cattaraugus,BRADFORD,2,0,NO
1991,10/27/1993,Estate of Harold A. Steves,Cattaraugus,LAKESHORE,0,0,YES
1998,03/09/1999,P & G Oil Co.,Allegany,FULMER VALLEY,0,11,INACTIVE
1969,10/04/1994,Lenco Drilling Co.,Cattaraugus,BRADFORD,6,0,NO
1992,04/23/1993,Meridian Exploration Corp.,Seneca,FAYETTE-WATERLOO,0,0,YES
1982,05/17/1994,NY Conference Association of Seventh-Day Adventist,Cayuga,AUBURN,0,0,YES
1984,04/15/1985,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,04/15/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1990,04/10/1991,"Frey Well Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1993,03/30/1994,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,06/10/1998,"Degitz, Sig",Cattaraugus,BRADFORD,1,0,NO
1999,03/09/2000,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1993,01/21/1994,"Morris, Geraldine M.",Chautauqua,LAKESHORE,0,0,YES
1971,09/23/1994,Miller Oil Co.,Cattaraugus,BRADFORD,8,1,NO
1997,02/05/1998,Cps,Chautauqua,LAKESHORE,0,0,YES
1999,02/09/2000,JoAnn Donovan & the Donald F. Donovan Family Trust,Livingston,DANSVILLE,0,0,YES
1997,04/09/1998,"GFS Energy, Inc.",Steuben,JASPER,0,0,INACTIVE
1987,04/01/1988,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1971,09/23/1994,Norris Oil Co.,Cattaraugus,CHIPMUNK,6,1,NO
1985,03/26/1986,"Clearwater Systems, Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/08/1985,"Rochez, Mary B.",Cattaraugus,,0,0,YES
1996,10/09/1997,"Conti, John A.",Chautauqua,BUSTI,0,3,INACTIVE
1996,01/10/1997,"White, Walter W. & Christina L.",Cattaraugus,CHIPMUNK,5,0,NO
1988,03/31/1989,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1979,07/08/1994,"B.C.R. Development, Inc.",Steuben,MARSH,41,40,NO
1988,04/12/1989,Akron Energy,Erie,AKRON,0,0,NO
1985,03/03/1986,"Arrowhead Gas Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1990,02/06/1991,"Ruch, Jack E.",Chautauqua,LAKESHORE,0,0,YES
1970,09/30/1994,Iroquois Gas Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1968,10/05/1994,Dan Gernatt Farms,Erie,NORTH COLLINS,0,0,YES
1991,04/13/1992,"Midwest Exploration, Inc.",Erie,BRANT-EDEN,0,0,NO
1991,03/20/1992,"Forrestel, Richard E",Erie,AKRON,0,0,YES
1981,06/01/1994,Arkwright Brine & Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1992,04/08/1993,"Marquisee, Joseph A.",Oswego,BASS LAKE,0,0,YES
1978,07/11/1994,"Martiny, Charles",Cattaraugus,BRADFORD,3,0,NO
1987,04/19/1988,"Yorel Energy, Inc.",Genesee,UHLEY CORNERS-CALEDONIA,0,0,NO
1987,04/13/1988,National Fuel Gas Supply Corp.,Genesee,ALDEN-LANCASTER,0,0,YES
1994,04/24/1995,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,04/06/1999,R & C Oil Co.,Cattaraugus,CHIPMUNK,92,0,NO
1978,07/11/1994,Lenco Drilling Co.,Cattaraugus,FIVE MILE,35,0,NO
1981,06/08/1994,"SCG Gas Quest, Inc.",Erie,LAKESHORE,0,0,YES
1998,03/19/1999,"Remington, Donald",Cattaraugus,CHIPMUNK,0,3,INACTIVE
1974,09/08/1994,"Tellinghuisen, George",Chautauqua,BUSTI,6,0,NO
1981,06/02/1994,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,YES
1977,08/19/1994,F.E. Petroleum Corp.,Genesee,,0,0,INACTIVE
1996,01/28/1997,Erie County Water Authority,Erie,LAKEVIEW,0,0,YES
1999,02/11/2000,Cunningham Natural Gas Corp.,Steuben,DRY WILDCAT,0,0,INACTIVE
1998,04/02/1999,"Stedman Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1973,09/15/1994,"Smith, James & Katherine",Allegany,RICHBURG,10,0,NO
1983,05/22/1984,"Stevenson, Scott R Jr",Cattaraugus,BRADFORD,19,0,NO
1992,04/26/1993,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1984,04/04/1985,"Dest Exploration, Inc.",Chautauqua,,0,0,INACTIVE
1995,02/09/1996,"Seibel, William E",Erie,ALDEN-LANCASTER,0,0,YES
1993,03/02/1994,"Anderson, Floyd E.",Livingston,UHLEY CORNERS-CALEDONIA,0,0,YES
1981,06/08/1994,"Wycoki, Michael",Erie,ELMA,0,0,
1998,04/02/1999,"Lischer, Michael J.",Erie,ELMA,0,0,YES
1979,06/22/1994,Park Developement Co.,Chautauqua,LAKESHORE,0,0,INACTIVE
1985,01/21/1986,St Bonaventure University,Cattaraugus,FOUR MILE,0,0,INACTIVE
1993,03/25/1994,"Renold, Inc.",Chautauqua,LAKESHORE,0,0,YES
1980,09/28/1994,Banks Gas Drilling Co.,Erie,BRANT-EDEN,0,0,
1971,09/23/1994,"Yahn & Yahn, Inc.",Steuben,BEECH HILL-INDEPENDENCE,13,0,NO
1974,09/08/1994,"Pedestal Oil Co., Inc.",Cattaraugus,CHIPMUNK,27,0,NO
1995,04/04/1996,L. W. Resources,Cattaraugus,LAKESHORE,0,0,YES
1994,03/23/1995,Seneca Resources Corporation,Chautauqua,LAKESHORE,0,0,NO
1987,07/12/1988,A. J. Lease Account,Cattaraugus,FIVE MILE,0,5,NO
1969,09/30/1994,Iroquois Gas Corp.,Erie,COLLINS,0,0,NO
1998,04/07/1999,"Pan Energy Company, Inc.",Erie,NORTH COLLINS,0,0,NO
1996,03/14/1997,"Cordova Resources, Inc.",Cattaraugus,BRADFORD,53,3,NO
1987,07/01/1988,Berea Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1983,04/09/1984,Arlington Exploration Co.,Steuben,RATHBONE,0,0,NO
1995,04/08/1996,Schreiner Oil and Gas Inc.,Erie,ALDEN-LANCASTER,0,0,NO
1977,08/19/1994,"SCG Gas Quest, Inc.",Erie,BRANT-EDEN,0,0,INACTIVE
1987,04/01/1988,"Templeton Energy,  Inc.",Erie,WALES,0,0,NO
1996,10/14/1997,"Woodward Pipeline, Inc.",Erie,BRANT-EDEN,0,0,NO
1990,01/09/1991,"Balcerzak, Mr. & Mrs. Raymond  R., Sr.",Erie,COWLESVILLE,0,0,YES
1986,04/17/1987,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,02/26/1998,Miller Oil Co.,Cattaraugus,BRADFORD,12,0,NO
1992,03/26/1993,Libra Petroleum Company,Chautauqua,BUSTI,67,6,
1991,04/02/1992,"Reynolds, James W",Allegany,FULMER VALLEY,0,8,INACTIVE
1991,03/31/1992,"Eastern States Energy, Inc.",Erie,BRANT-EDEN,0,0,NO
1986,03/19/1987,Berea Oil & Gas Corp.,Chautauqua,GERRY-CHARLOTTE,1,0,NO
1985,04/08/1986,Benson Oil Co.,Allegany,RICHBURG,0,0,INACTIVE
1978,07/13/1994,"Chapman,  C.W.",Chautauqua,BUSTI,0,1,INACTIVE
1993,03/24/1994,"Less, John F. Jr.",Erie,BRANT-EDEN,0,0,INACTIVE
1975,08/30/1994,"Conewango Valley Mills, Inc.",Cattaraugus,HOTCHKISS HOLLOW,2,0,NO
1992,03/26/1993,"Jepsen, Gudmund",Yates,NORTH PENN YAN,0,0,YES
1972,09/20/1994,Hunt Oil Co.,Allegany,RICHBURG,0,31,INACTIVE
1993,04/01/1994,United States Gypsum Co.,Genesee,HURON CREEK,0,0,NO
1993,03/30/1994,"McCool, John E.",Chautauqua,LAKESHORE,0,0,
1996,10/09/1997,K-Arcy Corp.,Allegany,,0,0,INACTIVE
1986,04/13/1987,"Kidder Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,03/31/1992,"Weil Resources, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1998,04/01/1999,"Ardent Resources, Inc.",Madison,UNNAMED,0,0,NO
1993,03/11/1994,"Kidder Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1968,09/30/1994,Iroquois Gas Corp.,Erie,,0,0,NO
1999,04/13/2000,"Farrell, Thomas J",,,0,0,
1987,04/13/1988,Brock-Acres Farm,Ontario,EAST BLOOMFIELD,0,0,YES
1999,04/19/2000,Columbia Natural Resources  LLC,Chautauqua,LAKESHORE,0,0,NO
1976,08/23/1994,Global Petroleum of PA. Inc.,Cattaraugus,,14,0,NO
1994,03/23/1995,Seneca Resources Corporation,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1999,04/06/2000,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1998,04/06/1999,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/10/1985,"Gleason, Charlotte",Allegany,ANDOVER,3,0,NO
1998,04/01/1999,"Ardent Resources, Inc.",Erie,CONCORD,0,0,NO
1995,02/06/1996,"Johnston, Robert, A.",Cattaraugus,LAKESHORE,0,0,NO
1986,02/06/1987,"Appalachian Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,04/03/1990,Cabot Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1981,06/02/1994,"J M Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,03/25/1999,"Dust Bowl Oil Company, Inc.",Allegany,RICHBURG,0,30,INACTIVE
1999,03/23/2000,"Heintz Gas & Oil Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/03/1985,"Dutton, Oscar E",Cattaraugus,,2,2,NO
1986,03/10/1987,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1998,03/31/1999,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1989,04/13/1990,Benson Oil Co.,Allegany,CERES,0,1,INACTIVE
1991,04/01/1992,TGX Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1975,08/30/1994,Potter Oil Co.,Allegany,BEECH HILL-INDEPENDENCE,22,0,NO
1991,03/17/1992,"Arrowhead Gas Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,04/06/1995,"GFS Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,03/27/1989,"Thropp, Gregory J",Cattaraugus,FIVE MILE,10,0,NO
1996,03/28/1997,"Cotton Well Drilling Company,  Inc.",Erie,BRANT-EDEN,0,0,NO
1999,02/09/2000,"Fort, Kenneth",Cattaraugus,UNNAMED,0,0,
1999,04/12/2000,"Large, William C. & Mary B.",Cayuga,WEST AUBURN,0,0,YES
1982,05/20/1994,"McCormick, Neil",Steuben,ANDOVER,9,6,NO
1993,03/22/1994,"Copper Ridge Oil, Inc.",Steuben,BEECH HILL-INDEPENDENCE,28,0,NO
1992,04/21/1993,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,0,0,YES
1982,05/06/1994,"Pagels, James",Allegany,FULMER VALLEY,0,2,INACTIVE
1977,08/16/1994,Quaker State Corp.,Cattaraugus,CHIPMUNK,8,0,NO
1995,01/17/1996,"Spurr, Ruth E.",Chautauqua,LAKESHORE,0,0,YES
1981,06/20/1994,Templeton & Woods,Cattaraugus,CHIPMUNK,1,0,NO
1990,05/10/1991,Miller Oil Co.,Cattaraugus,BRADFORD,12,0,NO
1971,09/29/1994,Iroquois Gas Corp.,Chautauqua,,0,0,NO
1983,05/07/1984,Gemini Oil Company,Chautauqua,BUSTI,23,0,NO
1989,03/12/1990,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,BRADFORD,7,0,NO
1973,09/15/1994,Estate of  Richard G Smith,Allegany,RICHBURG,13,3,NO
1986,02/06/1987,CNG Transmission Corp.,Madison,LEBANON,0,0,YES
1982,05/26/1994,Gugino Greenhouses,Chautauqua,LAKESHORE,0,0,YES
1980,05/06/1994,Root Contracting,Allegany,SCIO,40,100,NO
1997,03/27/1998,B B & K Oil Co.,Allegany,RICHBURG,11,0,NO
1995,04/10/1996,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY-CHARLOTTE,0,0,INACTIVE
1969,10/03/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,188,0,NO
1997,03/24/1998,"Pan Energy Company, Inc.",Erie,SARDINIA,0,0,NO
1970,09/28/1994,"Jennings, Fred W.",Allegany,,2,0,NO
1994,02/28/1995,"Hess, Lester H",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1990,04/12/1991,Meridian Exploration Corp.,Seneca,REEDER CREEK,0,0,NO
1995,04/08/1996,"Resource America, Inc.",Chautauqua,NORTH HARMONY,0,0,NO
1972,09/20/1994,Helmhold Oil,Allegany,FULMER VALLEY,97,1,NO
1998,03/22/1999,Seneca Resources Corporation,Chautauqua,LAKESHORE,0,0,NO
1993,03/17/1994,Symbol Oil Corp.,Genesee,ALDEN-LANCASTER,0,0,NO
1994,03/31/1995,"Envirogas, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1994,03/15/1995,"Otis Eastern Service, Inc.",Allegany,FULMER VALLEY,3,0,NO
1991,04/07/1992,"Johnson, Daniel H",Chautauqua,BUSTI,0,0,INACTIVE
1997,02/12/1998,Saint Barnabas R.C. Church,Erie,ALDEN-LANCASTER,0,0,YES
1972,09/20/1994,"Rockefeller, Rayshal",Allegany,RICHBURG,1,6,NO
1991,04/03/1992,"Abarta Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1997,04/07/1998,Belden & Blake Corporation,Tioga,STAGECOACH,0,0,NO
1997,03/24/1998,"Eastern States Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1990,01/09/1991,"McNamara, John J Jr",Erie,NORTH COLLINS,0,0,YES
1980,06/15/1994,Columbia Gas Transmission Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1987,02/29/1988,"Dedrick, Douglas",Erie,EAST AURORA,0,0,NO
1999,03/31/2000,"Lischer, Michael J.",Erie,ELMA,0,0,YES
1992,04/08/1993,Gustafson Family Trust 2,Chautauqua,CONEWANGO CREEK,0,0,YES
1991,03/20/1992,"Energy Control Unlimited, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1985,03/28/1986,"Warner Bros Well Drilling, Inc",Erie,ELMA,0,0,NO
1980,06/15/1994,"Carlson,  Roger M.",Chautauqua,BUSTI,0,2,INACTIVE
1999,04/14/2000,"Ardent Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,03/26/1997,"N.E.A. Cross of N.Y., Inc.",Chautauqua,LAKESHORE,0,0,NO
1971,09/23/1994,"Taylor, Mrs. C. Nell",Allegany,RICHBURG,51,0,NO
1999,03/09/2000,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1986,03/11/1987,"GFS Energy, Inc.",Genesee,ALDEN-LANCASTER,0,0,NO
1987,04/27/1988,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1975,08/30/1994,"Madison,  Neil F.",Cattaraugus,BRADFORD,9,0,NO
1989,04/10/1990,"Walchli, John W. Jr.",Allegany,BEECH HILL-INDEPENDENCE,13,0,NO
1985,03/11/1986,"Cordova Resources, Inc.",Cattaraugus,BRADFORD,26,8,YES
1993,07/20/1994,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,INACTIVE
1983,05/07/1984,C & R Oil & Gas Corp.,Cattaraugus,FIVE MILE,42,3,NO
1996,01/28/1997,Collins Oil Co.,Allegany,RICHBURG,0,16,INACTIVE
1996,04/04/1997,"Trahan Petroleum, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1977,08/19/1994,Great Basins Petroleum Co.,Cayuga,BLUE TAIL ROOSTER,0,0,INACTIVE
1994,04/05/1995,Akron Gas Corp.,Erie,AKRON,0,0,INACTIVE
1996,11/18/1997,"Baker, James J. & Jacqueline J",Chautauqua,LAKESHORE,0,0,YES
1967,10/07/1994,Consolidated Gas Supply Corp.,Chemung,VAN ETTEN,0,0,YES
1993,02/24/1994,"Kingsley, Edgar",Wyoming,LEICESTER,0,0,YES
1999,03/31/2000,"Boice, Jessica E.",Chautauqua,LAKESHORE,0,0,YES
1984,04/03/1985,"Country Side Sand & Gravel, Inc",Cattaraugus,LAKESHORE,0,0,YES
1987,04/19/1988,Oilmark & Co.,Chautauqua,LAKESHORE,0,0,NO
1989,04/06/1990,"Skiver, Allen D",Allegany,RICHBURG,0,0,INACTIVE
1999,04/11/2000,"Niefergold, Martin L.& Suzanne",Erie,NORTH COLLINS,0,0,YES
1990,04/05/1991,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1972,09/21/1994,"East View Farms, Inc.",Genesee,PAVILION,0,0,YES
1986,01/20/1987,Tipperary Oil & Gas Corp.,Onondaga,BALDWINSVILLE,0,0,INACTIVE
1986,03/18/1987,Berea Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1993,03/28/1994,"Yahn & Yahn, Inc.",Allegany,BEECH HILL-INDEPENDENCE,7,0,NO
1987,02/29/1988,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,30,1,NO
1997,03/06/1998,"Nutbrown,George W.& Shirleyann",Chautauqua,LAKESHORE,0,0,YES
1983,02/02/1984,"Warriner, Wayne",Steuben,UNNAMED,0,0,YES
1990,03/26/1991,"Loring, Robert  H.",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1996,03/18/1997,"Boice, Jessica E.",Chautauqua,LAKESHORE,0,0,YES
1975,08/31/1994,"Stevenson, Scott R Jr",Cattaraugus,BRADFORD,18,1,NO
1995,10/24/1996,Vineyard Oil & Gas Company,Chautauqua,LAKESHORE,0,0,NO
1996,03/18/1997,Fault Line Oil Corporation,Cattaraugus,ASHFORD,0,0,NO
1987,04/19/1988,"Alden Aurora Gas Co.,  Inc.",Wyoming,ATTICA,0,0,INACTIVE
1989,01/25/1990,"Hulsebosch, Jessica",Chemung,ELMIRA,0,0,YES
1993,03/09/1994,Baker & Odonnell Dev. Co.,Allegany,FORD'S BROOK,0,49,INACTIVE
1970,09/29/1994,Evinczik M. & Evinczik J.T.,Chautauqua,BUSTI,1,0,NO
1992,04/06/1993,"Empire Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1992,06/09/1993,"Carls, Kevin D",Cattaraugus,BRADFORD,0,3,INACTIVE
1996,03/17/1997,"Basic Energy Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1995,01/25/1996,"Fords Brook, Inc.",Allegany,CLARKSVILLE,0,4,INACTIVE
1981,06/01/1994,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,02/19/1987,"Otis Eastern Service, Inc.",Allegany,RICHBURG,6,4,NO
1976,08/25/1994,"Flint Oil & Gas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,04/14/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1991,03/24/1992,"Schramm Farms, Inc.",Livingston,HUNT HOLLOW,0,0,YES
1982,05/25/1994,"Dudeck, James R",Chautauqua,UNNAMED,0,0,YES
1984,04/11/1985,Columbia Gas Transmission Corp.,Chautauqua,LAKESHORE,0,0,YES
1980,06/27/1994,NYS Natural Gas Co.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1995,10/31/1996,Mountain Oil Co.,Cattaraugus,,0,0,
1985,01/29/1986,Keicher Brothers Enterprises,Wyoming,DANLEY CORNERS,0,0,INACTIVE
1985,02/28/1986,"Baker, Gordon & Dorothy",Erie,BUFFALO CREEK,0,0,YES
1968,10/05/1994,Bradley Producing Corp.,Ontario,EAST BLOOMFIELD,0,0,NO
1994,05/16/1995,"Pioneer Resources, Inc.",Seneca,FAYETTE-WATERLOO,0,0,NO
1969,10/03/1994,"Shaner, Ray C.",Allegany,RICHBURG,21,0,NO
1994,03/23/1995,Seneca Resources Corporation,Steuben,WYCKOFF,0,0,NO
1997,03/19/1998,"Hess, Lester H",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1972,09/20/1994,Consolidated Gas Supply Corp.,Allegany,STATE LINE,0,0,NO
1985,03/24/1986,Berea Oil & Gas Corp.,Chautauqua,CLYMER,0,1,INACTIVE
1986,03/19/1987,Eagle Oil,Allegany,RICHBURG,20,0,NO
1998,03/10/1999,Iroquois Natural Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1986,04/13/1987,Meridian Exploration Corp.,Cayuga,WEST AUBURN,0,0,NO
1983,08/13/1984,Myron Coss Gas Energy Co.,Erie,NORTH COLLINS,0,0,NO
1985,01/28/1986,Joyce Management Corp.,Allegany,RICHBURG,12,10,NO
1984,04/04/1985,"Warner, Myron & Elsie",Erie,ALDEN-LANCASTER,0,0,NO
1992,08/05/1993,Union Springs School District,Cayuga,WEST AUBURN,0,0,YES
1999,03/31/2000,Seneca Resources Corporation,Erie,ALDEN-LANCASTER,0,0,NO
1997,03/31/1998,Strippit Inc.,Erie,AKRON,0,0,YES
1988,03/30/1989,Fault Line Oil Corporation,Cattaraugus,HOG HOLLOW,0,0,INACTIVE
1980,06/22/1994,"Resource Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1990,02/06/1991,"Campbell, Mott",Allegany,RICHBURG,0,10,INACTIVE
1998,02/18/1999,"Ciminello, Angeline",Chautauqua,LAKESHORE,0,0,YES
1987,02/29/1988,"Gomez, John",Allegany,RICHBURG,1,0,NO
1988,10/25/1990,"Westmin Resources,  Inc.",Livingston,HUNT HOLLOW,0,0,INACTIVE
1999,04/07/2000,"Nornew, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,04/04/1997,"Brown, David S.",Chautauqua,LAKESHORE,0,0,NO
1984,04/10/1985,"Trahan Petroleum, Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,03/10/1992,"Keystone Energy Oil & Gas, Inc",Cattaraugus,LAKESHORE,0,0,NO
1985,05/23/1986,National Fuel Gas Supply Corp.,Erie,LAKEVIEW,0,0,NO
1993,04/01/1994,United States Gypsum Co.,Genesee,INDIAN FALLS,0,0,NO
1987,05/17/1988,Big Tree Energy Partners,Livingston,GROVELAND,0,0,INACTIVE
1998,03/25/1999,"Spoth,David C.& Edward D.",Erie,ALDEN-LANCASTER,0,0,YES
1984,02/25/1998,"North Harmony Ventures, Inc.",Chautauqua,LAKESHORE,0,0,NO
1990,03/25/1991,"Empire Exploration, Inc.",Cattaraugus,LAKESHORE,0,0,INACTIVE
1984,04/08/1985,Vandermark Associates,Allegany,GORDON BROOK,0,0,INACTIVE
1992,03/26/1993,"Henry W. Agle and Sons, Inc.",Erie,BRANT-EDEN,0,0,YES
1984,04/04/1985,Evinczik & Johnson,Chautauqua,BUSTI,4,1,NO
1998,03/22/1999,Seneca Resources Corporation,Cattaraugus,LAKESHORE,0,0,NO
1980,06/22/1994,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1981,06/07/1994,"General Mills,Inc./O-Cel-O Division",Erie,TONAWANDA,0,0,YES
1972,09/21/1994,Valley Gas Corp.,Genesee,PAVILION,0,0,NO
1993,02/28/1994,"Pan Energy Company, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1983,01/31/1984,Baker & Odonnell Dev. Co.,Allegany,RICHBURG,15,15,NO
1997,04/01/1998,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1984,04/08/1985,Harold Frey Well Drilling,Erie,ALDEN-LANCASTER,0,0,NO
1984,04/04/1985,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,INACTIVE
1990,03/18/1991,Fault Line Oil Corporation,Cattaraugus,ASHFORD,0,0,NO
1988,04/03/1989,"Barry Resources, Inc.",Allegany,RICHBURG,15,2,NO
1968,10/05/1994,"D.W. Franchot & Co., Inc.",Steuben,BEECH HILL-INDEPENDENCE,53,0,NO
1989,04/10/1990,"Potter, Clair W",Chautauqua,BUSTI,5,0,NO
1974,09/08/1994,P & N Oil Co.,Cattaraugus,CHIPMUNK,10,0,NO
1991,02/07/1992,"Kingsley, Edgar",Wyoming,LEICESTER,0,0,YES
1986,02/13/1987,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,YES
1990,03/26/1991,Mitchell Exploration Corp.,Seneca,WHISKEY HILL,0,0,INACTIVE
1994,04/04/1995,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,3,0,NO
1996,03/25/1997,Altec Specialty Steel Corp.,Chautauqua,LAKESHORE,0,0,YES
1998,02/18/1999,"Merritt, Bruce G.",Chautauqua,LAKESHORE,0,0,YES
1969,10/03/1994,"Thomson, Howard B.",Allegany,RICHBURG,2,12,NO
1991,03/17/1992,"Wormley, Fred K",Allegany,RICHBURG,14,0,NO
1996,04/09/2002,Share Gas,Genesee,PAVILION,0,0,YES
1984,01/18/1985,"Eaton, Edward M",Cattaraugus,BRADFORD,0,10,INACTIVE
