Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1994,04/25/1995,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1984,04/03/1985,Arcata Graphics Buffalo,Erie,ALDEN-LANCASTER,0,0,INACTIVE
1998,04/02/1999,Wasson/Regis Oil Company,Allegany,RICHBURG,27,20,NO
1988,10/25/1990,"Westmin Resources,  Inc.",Livingston,HUNT HOLLOW,0,0,INACTIVE
1986,04/10/1987,"Lenape Resources Corp., The",Wyoming,LEICESTER,0,0,NO
1988,07/24/1989,Francis Root Oil Company,Allegany,RICHBURG,22,2,NO
1987,02/29/1988,Carey Hollow Oil Co.,Cattaraugus,BRADFORD,6,0,NO
1990,03/27/1991,Carol Holly Oil Corp.,Chautauqua,LAKESHORE,0,0,NO
1986,02/11/1987,Ellis Hill Oil Co.,Cattaraugus,LAKESHORE,0,0,NO
1984,04/08/1985,"Templeton Energy,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1997,04/06/1998,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,YES
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1985,03/26/1986,Arcata Graphics Buffalo,Erie,ALDEN-LANCASTER,0,0,INACTIVE
1987,04/19/1988,"Warner Bros Well Drilling, Inc",Chautauqua,LAKESHORE,0,0,NO
1991,03/31/1992,Moose Oil Co.,Allegany,RICHBURG,51,118,NO
1992,04/06/1993,"Rochez, Mary B.",Cattaraugus,DAYTON,0,0,YES
1986,03/11/1987,"American Penn Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,03/31/1995,CEI 1990-1 Joint Venture,Chautauqua,LAKESHORE,0,0,NO
1998,04/01/1999,"Ardent Resources, Inc.",Madison,LEBANON,0,0,NO
1984,04/02/1985,"Consolidated Exploration  & Gathering, Inc.",Erie,LAKEVIEW,0,0,NO
1993,03/22/1994,Columbia Natural Resources  LLC,Chautauqua,LAKESHORE,0,0,NO
1989,04/03/1990,Columbia Gas Transmission Corp.,Allegany,SCIO,0,0,YES
1990,04/05/1991,"Reliable Resources, Inc,",Chautauqua,LAKESHORE,0,0,NO
1986,01/23/1987,"S & M Resources,  Inc.",Chautauqua,ELLERY,1,1,NO
1993,02/23/1994,"Nagel, Arthur F. & Elaine L.",Chautauqua,LAKESHORE,0,0,YES
1971,09/23/1994,"Burlingame, R.J.& Demaris",Cattaraugus,BRADFORD,11,0,NO
1984,04/03/1985,"Lenape Resources Corp., The",Wyoming,LEICESTER,0,0,NO
1990,04/04/1991,"Sinclairville Petroleum, Inc.",Cattaraugus,DAYTON,0,0,NO
1998,06/14/1999,"Springbrook Farms, Inc.",Genesee,BETHANY,0,0,INACTIVE
1994,04/05/1995,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1990,03/25/1991,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,03/14/1995,"North American Petroleum, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1991,03/16/1992,National Fuel Gas Supply Corp.,Genesee,ALDEN-LANCASTER,0,0,NO
1984,04/03/1985,"Plants and Goodwin, Inc.",Allegany,RICHBURG,18,0,NO
1995,10/21/1996,"Walchli, John W. Jr.",Steuben,BEECH HILL-INDEPENDENCE,5,2,NO
1988,04/12/1989,Silver Creek Drilling Corp.,Livingston,AVON,0,0,NO
1999,02/02/2000,"Hearthstone Manor, Inc.",Erie,ALDEN-LANCASTER,0,0,YES
1988,03/22/1989,21 West Green Street Associates,Chautauqua,LAKESHORE,0,0,NO
1994,04/05/1995,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1989,03/26/1990,Williams Brothers Oil Co.,Cattaraugus,BRADFORD,38,0,NO
1984,01/18/1985,"Pagels, James",Allegany,FULMER VALLEY,0,1,INACTIVE
1985,03/26/1986,"Whirlpool Gas & Oil Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,02/23/1994,"Texas Keystone, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1984,04/08/1985,"Campbell, Mott",Allegany,RICHBURG,10,0,NO
1988,03/10/1989,"Guzzetta, Joseph & Carlyn",Cattaraugus,LAKESHORE,0,0,YES
1991,03/20/1992,Arlington Exploration Co.,Steuben,ADRIAN REEF,0,0,INACTIVE
1998,05/17/1999,Collins Oil Co.,Allegany,RICHBURG,14,0,NO
1991,03/16/1992,National Fuel Gas Supply Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1989,03/26/1990,"Cline, Willard M",Cattaraugus,CHIPMUNK,0,10,INACTIVE
1970,09/29/1994,"Geise, Lawrence J.",Cattaraugus,BRADFORD,5,0,NO
1986,02/11/1987,"Union Drilling,  Inc.",Seneca,FAYETTE-WATERLOO,0,0,NO
1998,03/31/1999,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1994,03/23/1995,"Eastern States Energy, Inc.",Erie,BRANT-EDEN,0,0,NO
1986,04/10/1987,"Lenape Resources Corp., The",Livingston,UHLEY CORNERS-CALEDONIA,0,0,NO
1975,08/31/1994,"Smith,  Walton O.",Chautauqua,LAKESHORE,0,0,NO
1990,04/05/1991,Douglas Oil & Gas Limited Partnership,Allegany,RICHBURG,0,2,INACTIVE
1997,04/06/1998,L. W. Resources,Cattaraugus,LAKESHORE,0,0,YES
1984,05/02/1985,"Venture Technology, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1996,04/08/1997,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1971,09/23/1994,Helmhold Oil,Allegany,FULMER VALLEY,87,0,NO
1991,03/31/1992,"Westinghouse, Est. Elizabeth M",Erie,BUFFALO CREEK,0,0,YES
1983,04/24/1984,"Midwest Exploration, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1979,07/05/1994,"Nocek, Leo & Veronica",Chautauqua,LAKESHORE,0,0,NO
1993,08/25/1994,"Eclipse Energy Company, LLC",Erie,BRANT-EDEN,0,0,
1997,02/04/1998,"Johnson, Norman G.",Genesee,INDIAN FALLS,0,0,YES
1986,04/10/1987,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,0,0,NO
1984,01/17/1985,St Bonaventure University,Cattaraugus,,0,0,INACTIVE
1972,09/20/1994,West Brothers,Genesee,ALDEN-LANCASTER,0,0,NO
1983,03/05/1984,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,04/01/1988,"Loring, Robert  H.",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1998,05/20/1999,"Small, Louis E.",Erie,LAKEVIEW,0,0,YES
1987,04/25/1988,"Chloride Power Electronic, Inc.",Livingston,UHLEY CORNERS-CALEDONIA,0,0,YES
1990,03/26/1991,"Barry Resources, Inc.",Allegany,RICHBURG,13,4,NO
1992,04/07/1993,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,NO
1974,09/08/1994,"Reserve Gas Company, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1986,03/19/1987,"Plants and Goodwin, Inc.",Allegany,RICHBURG,37,0,NO
1997,04/07/1998,Belden & Blake Corporation,Erie,COWLESVILLE,0,0,NO
1991,02/19/1992,Pennzoil Products Co.,Cattaraugus,BRADFORD,0,62,INACTIVE
1982,05/06/1994,P & G Oil Co.,Allegany,FULMER VALLEY,9,0,NO
1978,07/15/1994,Kirby Exploration Co.,Oswego,PULASKI,0,0,INACTIVE
1985,04/08/1986,Estate of  Richard G Smith,Allegany,RICHBURG,0,6,INACTIVE
1990,04/01/1992,Cabot Oil & Gas Corp.,Wyoming,UNNAMED,0,0,INACTIVE
1992,04/13/1993,Christ The King Seminary,Erie,EAST AURORA,0,0,YES
1997,04/20/1998,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,23,0,NO
1986,01/23/1987,Hopewell Oil Co.,Allegany,NILE,0,14,INACTIVE
1985,04/11/1986,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1985,04/22/1986,Meridian Exploration Corp.,Chautauqua,LAKESHORE,0,0,NO
1987,05/17/1988,"Templeton Energy,  Inc.",Cattaraugus,LAKESHORE,0,0,NO
1993,03/31/1994,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,NO
1994,03/30/1995,"Pan Energy Company, Inc.",Chautauqua,LAKESHORE,0,0,NO
1981,06/16/1994,Hunt Oil Co.,Allegany,FULMER VALLEY,1,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,04/03/2000,"Lane, Dona M. & Kenneth S.",Chautauqua,LAKESHORE,0,0,YES
1983,02/07/1984,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,YES
1983,05/22/1984,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,20,0,NO
1977,08/17/1994,"Hybrid Chestnut, Inc.",Chautauqua,LAKESHORE,0,0,NO
1995,01/30/1996,"Rochez, Mary B.",Cattaraugus,DAYTON,0,0,YES
1987,04/01/1988,"Templeton Energy,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1991,03/10/1992,Cliffstar Corp.,Chautauqua,LAKESHORE,0,0,YES
1993,01/28/1994,Strippit Inc.,Erie,AKRON,0,0,YES
1978,07/11/1994,"Plants and Goodwin, Inc.",Allegany,RICHBURG,10,16,NO
1974,09/09/1994,Reliance Oil Cor.,Cayuga,WEST AUBURN,0,0,NO
1985,01/31/1986,"Spaulding Fibre Co., Inc.",Erie,BUFFALO,0,0,INACTIVE
1981,06/13/1994,"Fitzgerald, Thomas J.",Allegany,RICHBURG,3,3,NO
1997,07/09/1998,"Croscut, Frederick C.",Chautauqua,LAKESHORE,0,0,YES
1976,08/25/1994,National Fuel Gas Supply Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1996,01/21/1997,Southwestern Central School District,Chautauqua,LAKESHORE,0,0,YES
1995,03/28/1996,"Ark, Mary P.",Chautauqua,LAKESHORE,0,0,YES
1988,03/30/1989,Gypsum Energy Management Co.,Genesee,DANLEY CORNERS,0,0,NO
1972,09/20/1994,Cunningham Natural Gas Corp.,Allegany,STATE LINE,0,0,NO
1984,04/02/1985,CNG Transmission Corp.,Livingston,LEICESTER,0,0,YES
1999,02/10/2000,"Bouquin, Fred C Jr",Cattaraugus,CHIPMUNK,12,0,NO
1997,04/02/1998,Seneca Resources Corporation,Genesee,PAVILION,0,0,NO
1988,07/18/1989,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1982,06/01/1994,Gypsum Energy Management Co.,Genesee,HURON CREEK,0,0,YES
1984,04/15/1985,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,01/18/1994,"Vanderbosch, Robert & Madelyn",Cattaraugus,LAKESHORE,0,0,YES
1989,02/01/1990,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,YES
1973,09/14/1994,Iroquois Gas Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1998,04/15/1999,"REI-NY, LLC",Chautauqua,UNNAMED,0,0,INACTIVE
1990,03/19/1991,"Vandermark Exploration, Inc.",Steuben,UNNAMED,0,0,INACTIVE
1987,03/29/1988,"Doran & Associates, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1994,04/05/1995,"Nornew, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,04/03/1995,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,NO
1985,02/12/1986,"Park-Ohio Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,01/20/1998,"Spurr, Ruth E.",Chautauqua,LAKESHORE,0,0,YES
1990,03/31/1991,"Meter, Erin L. & William J.",Livingston,DANSVILLE,0,0,YES
1990,04/10/1991,Pine Oil Co.,Allegany,RICHBURG,30,0,NO
1995,04/04/1996,Belden & Blake Corporation,Tioga,STAGECOACH,0,0,
1973,09/15/1994,O. Boyce McDivitt,Cattaraugus,BRADFORD,19,12,NO
1980,06/27/1994,"East View Farms, Inc.",Genesee,PAVILION,0,0,YES
1984,06/06/1985,Southwestern Central School District,Chautauqua,,0,0,YES
1972,09/20/1994,"Jones, Merle R",Allegany,RICHBURG,42,0,NO
1994,05/03/1995,"Ardent Resources, Inc.",Livingston,LEICESTER,0,0,NO
1978,07/11/1994,Hunt Oil Co.,Allegany,RICHBURG,0,0,INACTIVE
1999,04/05/2002,"Abbey, Kevin R.",Cattaraugus,LAKESHORE,0,0,YES
1999,02/23/2000,"Green, Laura",Chautauqua,LAKESHORE,0,0,INACTIVE
1989,04/09/1990,Case Oil Corp.,Allegany,RICHBURG,0,8,INACTIVE
1991,01/10/1992,"Stelmach, Leo M.",Chautauqua,LAKESHORE,0,0,YES
1993,03/18/1994,"Empire Exploration, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1983,02/07/1984,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,YES
1992,03/25/1993,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,YES
1989,02/01/1990,"B.C.R. Development, Inc.",Allegany,RICHBURG,0,41,INACTIVE
1987,04/21/1988,"Allegro Oil & Gas,  Inc.",Allegany,RICHBURG,14,2,NO
1973,09/15/1994,"Shear, Norman & Marjorie",Allegany,SCIO,24,2,NO
1991,03/19/1992,"Cady, Merle E.",Chautauqua,LAKESHORE,0,0,YES
1993,03/30/1994,"Secor, Allen F. Jr.",Wyoming,JAVA,0,0,INACTIVE
1972,09/20/1994,"H Oil Co,/Stephens",Allegany,,15,0,NO
1985,01/23/1986,"Leader Resources, Inc.",Cayuga,WEST AUBURN,0,0,INACTIVE
1999,04/10/2000,CNG Transmission Corp.,Seneca,GENEVA,0,0,YES
1995,04/04/1996,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,YES
1992,04/12/1993,"Atkinson, James W. & Patricia",Oswego,PULASKI,0,0,YES
1995,03/27/1996,Seneca Resources Corporation,Erie,ELMA,0,0,NO
1997,01/14/1998,"Murphy, Peter & Henley, Robert",Erie,AKRON,0,0,INACTIVE
1986,04/13/1987,Interco Energy Development Corp,Cattaraugus,CHAFFEE-ARCADE,0,0,NO
1989,03/16/1990,Regal Energy Limited,Erie,BRANT-EDEN,0,0,NO
1991,01/13/1992,"Gorveland Drilling, Inc.",Livingston,DANSVILLE,0,0,YES
1984,04/03/1985,"Lenape Resources Corp., The",Genesee,UHLEY CORNERS-CALEDONIA,0,0,NO
1978,07/11/1994,"Brown, Maude S.",Allegany,RICHBURG,1,1,NO
1991,04/01/1992,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1983,05/22/1984,Carey Hollow Oil Co.,Cattaraugus,BRADFORD,6,0,NO
1973,09/15/1994,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,357,13,NO
1991,03/06/1992,"Deptuch, Michael Estate",Cayuga,SUMMERHILL,0,0,YES
1994,03/30/1995,"Morse, John R.",Chautauqua,LAKESHORE,0,0,NO
1989,04/12/1990,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,08/02/1995,Exit 17 Truck Service,Cattaraugus,HOTCHKISS HOLLOW,0,0,YES
1982,05/31/1994,Messer Oil Corp.,Cattaraugus,BRADFORD,0,1,NO
1986,11/30/1987,Mizel Exploration Co.,Chautauqua,BUSTI,0,2,
1982,05/24/1994,Bay Energy Co-1,Erie,ELMA,0,0,NO
1970,09/29/1994,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,0,0,NO
1980,06/15/1994,"Basic Energy Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,10/27/1997,"Lee Oil Company, Inc.",Chautauqua,UNNAMED,0,0,INACTIVE
1985,04/22/1986,"American Penn Energy,  Inc.",Cattaraugus,EAST OTTO,0,0,INACTIVE
1976,08/25/1994,"Buffalo Wire Works Co., Inc.",Erie,BUFFALO,0,0,YES
1972,09/20/1994,Gerringer Oil Co.,Cattaraugus,BRADFORD,22,0,NO
1991,03/19/1992,"East Resources, Inc.",Allegany,UNNAMED,0,0,INACTIVE
1989,01/25/1990,Alexander Central School District,Genesee,ALEXANDER,0,0,INACTIVE
1999,03/24/2000,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1988,03/31/1989,Columbia Gas Transmission Corp.,Cattaraugus,JERSEY HOLLOW,0,0,INACTIVE
1976,08/25/1994,Ginell Oil & Gas Association.,Erie,LAKEVIEW,0,0,INACTIVE
1988,03/13/1989,"Roberts, Carl H",Allegany,CLARKSVILLE,5,0,NO
1979,07/08/1994,"Wilkinson, Robert",Erie,ALDEN-LANCASTER,0,0,
1987,04/19/1988,"Abarta Oil & Gas, Inc.",Allegany,BEECH HILL-INDEPENDENCE,4,1,NO
1991,03/24/1992,"Envirogas, Inc.",Erie,ELMA,0,0,NO
1988,05/01/1989,Berea Oil & Gas Corp.,Chautauqua,GERRY-CHARLOTTE,9,4,NO
1989,04/11/1990,"American Penn Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,03/29/1999,"Flexovit Usa, Inc.",Erie,LAKEVIEW,0,0,NO
1974,09/08/1994,Riefler Real Estate Co.,Erie,,0,0,
1992,04/13/1993,"Appalachian Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1995,10/24/1996,"Greiner, Richard J.",Chautauqua,LAKESHORE,0,0,YES
1988,07/24/1989,"Gellman, Gellman & Snyder",Wyoming,DANLEY CORNERS,0,0,INACTIVE
1983,02/22/1984,"Abarta Oil & Gas, Inc.",Allegany,BEECH HILL-INDEPENDENCE,3,1,NO
1979,07/06/1994,Christ The King Seminary,Erie,EAST AURORA,0,0,YES
1987,02/29/1988,"Densmore, Winfield F. & Debra",Chautauqua,LAKESHORE,0,0,YES
1989,10/23/1990,Pine Oil Co.,Allegany,RICHBURG,30,0,NO
1986,02/11/1987,"Hungerford, Thomas E.",Allegany,RICHBURG,8,0,NO
1986,03/26/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,04/13/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1986,04/13/1987,"Forrestel, Richard E",Erie,AKRON,0,0,YES
1995,02/16/1996,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,37,0,NO
1998,02/23/1999,Cps,Chautauqua,LAKESHORE,0,0,YES
1986,04/13/1987,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,03/23/1994,New York Gas & Oil Drilling Co,Chautauqua,LAKESHORE,0,0,NO
1983,04/11/1984,"Reynolds, James W",Allegany,FULMER VALLEY,0,7,INACTIVE
1994,01/31/1995,"Moog, Inc.",Erie,ELMA,0,0,YES
1986,03/19/1987,"Turtle Oil Co., Inc.",Allegany,RICHBURG,4,0,NO
1997,01/30/1998,"Yonker, Gary J. & Rosemary A.",Chautauqua,LAKESHORE,0,0,YES
1997,04/06/1998,"Basic Energy Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,04/13/1988,Natural Resource Management Corp.,Cattaraugus,LAKESHORE,0,0,NO
1996,04/09/1997,"GFS Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,03/24/1989,Genoa & Co.,Chautauqua,LAKESHORE,0,0,NO
1969,10/03/1994,B & D Oil Co.,Allegany,RICHBURG,0,0,
1985,02/12/1986,Gypsum Energy Management Co.,Genesee,INDIAN FALLS,0,0,NO
1990,03/21/1991,"Excel Industries, Inc.",Erie,ALDEN-LANCASTER,0,0,YES
1999,03/14/2000,Estate of Millard Irving,Erie,EAST AURORA,0,0,YES
1968,10/05/1994,Newman Drilling Co.,Cattaraugus,CHIPMUNK,13,2,NO
1979,06/30/1994,Witco Corp.,Cattaraugus,BRADFORD,176,22,NO
1979,06/30/1994,"Sager, Howard & Judith",Cattaraugus,,0,0,YES
1982,05/06/1994,"Fitzgerald, Thomas J.",Allegany,RICHBURG,3,0,NO
1988,04/12/1989,Meridian Exploration Corp.,Cayuga,WEST AUBURN,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,04/06/1998,L. W. Resources,Erie,BRANT-EDEN,0,0,NO
1982,05/23/1994,Perry Central Schools,Wyoming,SILVER LAKE,0,0,YES
1999,04/04/2000,Estate of Donald O. Lewis,Erie,GLENWOOD,0,0,NO
1979,07/01/1994,"Allshouse, Alexander W",Chautauqua,BUSTI,0,0,YES
1978,07/11/1994,Columbia Gas Transmission Corp.,Allegany,SCIO,0,0,NO
1977,08/17/1994,"Heintz Gas & Oil Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1980,06/22/1994,"Paragon Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,01/25/1990,"Haywood, Henry G",Chemung,VAN ETTEN,0,0,YES
1991,01/10/1992,"Perry, Gerald W",Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1992,06/10/1993,Permclip Products Corporation,Erie,BUFFALO,0,0,INACTIVE
1988,07/13/1989,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,0,0,NO
1997,02/20/1998,"Noble, Ray A.",Yates,NORTH PENN YAN,0,0,YES
1993,01/21/1994,Mother of Divine Grace Church,Erie,BUFFALO,0,0,YES
1980,06/27/1994,Pavilion Natural Gas Co.,Genesee,PAVILION,0,0,YES
1993,03/17/1994,Frank H. Stephan Oil Group,Cattaraugus,BRADFORD,10,0,NO
1988,04/12/1989,Pennzoil Products Co.,Cattaraugus,BRADFORD,0,62,INACTIVE
1989,03/26/1990,"Kidder Exploration, Inc.",Chautauqua,SPRAGUE HILL,1,0,NO
1983,04/11/1984,Boyd & Shriver,Allegany,,5,0,NO
1994,04/11/1995,Fault Line Oil Corporation,Erie,CHAFFEE-ARCADE,0,0,NO
1989,03/06/1990,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1998,03/22/1999,United States Gypsum Co.,Genesee,INDIAN FALLS,0,0,NO
1990,01/24/1991,Byron-Bergen Central School,Genesee,BERGEN,0,0,YES
1998,03/12/1999,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1985,03/26/1986,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1990,05/22/1991,Brock-Acres Farm,Ontario,EAST BLOOMFIELD,0,0,YES
1989,03/01/1990,Eye Petroleum Association,Erie,BRANT-EDEN,0,0,NO
1973,09/15/1994,Crandall Oil Company,Allegany,,0,65,INACTIVE
1986,02/13/1987,Thomas A Miller Oil Co.,Cattaraugus,BRADFORD,19,2,NO
1989,03/06/1990,"Crooks, John C",Allegany,RICHBURG,0,56,INACTIVE
1988,10/25/1990,"Westmin Resources,  Inc.",Livingston,HUNT HOLLOW,0,0,INACTIVE
1982,05/31/1994,"B.C.R. Development, Inc.",Cattaraugus,BRADFORD,5,20,NO
1998,04/06/1999,"Pan Energy Company, Inc.",Erie,ELMA,0,0,NO
1997,02/04/1998,Frank H. Stephan Oil Group,Cattaraugus,BRADFORD,71,0,NO
1985,04/08/1986,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1973,09/15/1994,"Baldwin, Grace I",Allegany,RICHBURG,1,0,NO
1995,04/04/1996,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,YES
1980,06/13/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,4,0,NO
1988,03/30/1989,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1990,03/01/1991,Larson Drilling Corp.,Chautauqua,LAKESHORE,0,0,NO
1998,04/12/1999,"Hemlock Oil & Gas Co., Inc.",Cattaraugus,BRADFORD,20,0,NO
1991,03/24/1992,"Ardent Resources, Inc.",Allegany,SHERRY HILL,0,0,NO
1995,04/02/1996,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1981,06/01/1994,"Appalachian Basin Oil & Gas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,03/26/1998,Richardson Petroleum Corp.,Allegany,BEECH HILL-INDEPENDENCE,143,0,NO
1974,09/08/1994,Rhodes & Raymond,Cattaraugus,BRADFORD,0,30,INACTIVE
1973,09/14/1994,James V. Joyce/DBA Pipeline Co.,Cattaraugus,FIVE MILE,0,1,NO
1998,03/15/1999,"Thompson, Stanley",Chautauqua,LAKESHORE,0,0,NO
1984,04/03/1985,B B & K Oil Co.,Cattaraugus,,1,12,NO
1999,03/01/2000,"White, Randy",Allegany,RICHBURG,2,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,03/31/1992,"Clearwater Systems, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1993,03/14/1994,"Chase, Ronald E. & Karen V.",Cattaraugus,LAKESHORE,0,0,YES
1986,06/03/1987,"Doran & Associates, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,03/21/1995,"Cotton Well Drilling Company,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,05/09/1994,"Wormley, Fred K",Allegany,FULMER VALLEY,2,0,NO
1986,04/13/1987,"Nerreter, Eleanor G",Erie,ORCHARD PARK-HAMBURG,0,0,INACTIVE
1986,02/11/1987,"Suozzi, Daniel",Erie,EAST AURORA,0,0,NO
1974,09/07/1994,National Fuel Gas Supply Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1997,02/04/1998,Francis Root Oil Company,Allegany,RICHBURG,3,22,NO
1985,03/06/1986,"Aurelius Gas Company, Inc.",Seneca,FAYETTE-WATERLOO,0,0,NO
1986,03/10/1987,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1986,02/06/1987,CNG Transmission Corp.,Erie,CONCORD,0,0,YES
1995,04/17/1996,D & D Oil,Allegany,SCIO,57,17,NO
1976,08/24/1994,Quaker State Corp.,Cattaraugus,CHIPMUNK,8,0,NO
1986,02/11/1987,"Devlin,  W Festate",Cattaraugus,FOUR MILE,6,4,NO
1996,04/08/1997,L. W. Resources,Chautauqua,LAKESHORE,0,0,NO
1993,02/28/1994,"Brown, David S.",Chautauqua,LAKESHORE,0,0,YES
1999,03/13/2000,"Masoodi Mini Ventures, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1992,04/22/1993,"Engx, Inc.",Chautauqua,LAKESHORE,0,0,YES
1975,08/31/1994,Thropp Oil & Gas Corp.,Cattaraugus,FIVE MILE,17,0,NO
1993,03/31/1994,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,0,0,NO
1995,04/04/1996,L. W. Resources,Genesee,AKRON,0,0,NO
1998,01/06/1999,"Zukowski, Eve",Erie,CONCORD,0,0,YES
1975,08/31/1994,"Northrop, David",Chautauqua,LAKESHORE,0,0,INACTIVE
1991,01/30/1992,"Hunn, Douglas",Livingston,LEICESTER,0,0,YES
1968,10/05/1994,Vosburg Oil Co.,Allegany,RICHBURG,122,0,NO
1993,03/30/1994,"Sullivan Graphics, Inc.",Chautauqua,LAKESHORE,0,0,YES
1998,03/09/1999,"Beaver, Albert H",Allegany,BRADFORD,10,0,NO
1989,02/14/1990,"F. L. Stead & Associates,  Inc.",Erie,BRANT-EDEN,0,0,NO
1998,03/29/1999,Schreiner Oil and Gas Inc.,Erie,EAST AURORA,0,0,NO
1989,01/25/1990,"Meeder, Clinton C.",Chautauqua,LAKESHORE,0,0,NO
1993,03/15/1994,North Central Oil Corp.,Cattaraugus,LAKESHORE,0,0,NO
1975,08/30/1994,"Gorton, Leonette",Allegany,,5,0,NO
1991,01/22/1992,"Hulsebosch, Jessica",Chemung,ELMIRA,0,0,YES
1986,02/06/1987,CNG Transmission Corp.,Madison,LEBANON,0,0,YES
