Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1973,09/15/1994,"Jones, Merle R",Allegany,RICHBURG,30,12,NO
1970,09/29/1994,"Studd,  Paul E.",Cattaraugus,FOUR MILE,9,0,NO
1989,04/09/1990,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1997,03/24/1998,"Boser, Kenneth M.",Cattaraugus,FIVE MILE,7,0,NO
1973,09/14/1994,F.E. Petroleum Corp.,Genesee,INDIAN FALLS,0,0,INACTIVE
1985,01/15/1986,"Winter's Railroad Service, Inc",Erie,NORTH COLLINS,0,0,YES
1975,08/30/1994,"Boudon, Adrian",Cattaraugus,CHIPMUNK,12,10,NO
1985,02/24/1986,Potter Oil Co.,Allegany,BEECH HILL-INDEPENDENCE,28,1,NO
1999,03/31/2000,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1997,08/14/2001,"Nornew, Inc.",Chautauqua,LAKESHORE,0,0,NO
1972,09/20/1994,"Smith, James & Katherine",Allegany,RICHBURG,11,0,NO
1993,03/15/1994,Pepsi Cola Buffalo Bottling Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1975,08/30/1994,"Kane, Erwin, &  White, Richard",Allegany,,0,1,INACTIVE
1985,03/06/1986,"Aurelius Gas Company, Inc.",Cayuga,WEST AUBURN,0,0,NO
1987,04/19/1988,"Abarta Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1996,02/04/1997,"Rudnik, Florian & Carol",Erie,ALDEN-LANCASTER,0,0,YES
1988,03/13/1989,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,YES
1986,01/20/1987,"Cross, Wayne D",Cattaraugus,LAKESHORE,0,0,YES
1979,07/08/1994,"McCormick, Neil",Steuben,ANDOVER,7,8,NO
1996,03/11/1997,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1992,04/07/1993,"Lyndon Oil Co.,Inc.",Cattaraugus,BRADFORD,8,0,NO
1995,03/29/1996,U S Energy Development Corp.,Erie,CONCORD-ONONDAGA,0,0,NO
1983,03/06/1984,National Fuel Gas Supply Corp.,Genesee,BETHANY,0,0,YES
1993,03/09/1994,"Harris, William",Genesee,UHLEY CORNERS-CALEDONIA,0,0,YES
1984,04/04/1985,"Ostrander, Howard & Iris",Cattaraugus,FOUR MILE,8,2,NO
1991,04/01/1992,TGX Corp.,Erie,LAKESHORE,0,0,NO
1983,04/23/1984,"Tellinghuisen, George",Chautauqua,BUSTI,9,3,NO
1995,03/27/1996,Seneca Resources Corporation,Chautauqua,LAKESHORE,0,0,NO
1985,01/21/1986,Arkema Inc.,Erie,TONAWANDA,0,0,YES
1975,08/31/1994,National Exploration Co.,Chautauqua,,0,0,
1984,04/08/1985,"Templeton Energy,  Inc.",Erie,WALES,0,0,NO
1980,06/27/1994,National Fuel Gas Supply Corp.,Genesee,ROANOKE,0,0,YES
1994,02/15/1995,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1971,09/23/1994,"Minderler, Lawrence J",Cattaraugus,BRADFORD,14,0,NO
1996,11/10/1997,Greene Oil Co.,Allegany,RICHBURG,1,0,NO
1979,07/05/1994,Nelson Limited Partnership,Chautauqua,BUSTI,0,0,INACTIVE
1971,09/29/1994,Iroquois Gas Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1997,01/27/1998,Akron Central School District,Erie,AKRON,0,0,YES
1975,08/30/1994,Cunningham Natural Gas Corp.,Allegany,STATE LINE,0,0,NO
1998,03/31/1999,Meridian Exploration Corp.,Seneca,FAYETTE-WATERLOO,0,0,NO
1995,01/26/1996,"Stebell,  Jean M.",Chautauqua,LAKESHORE,0,0,YES
1994,04/07/1995,Meridian Exploration Corp.,Cayuga,WEST AUBURN,0,0,NO
1989,04/09/1990,"Energy Control Unlimited, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,04/22/1988,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1987,04/01/1988,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,01/28/1987,Miller Oil Co.,Cattaraugus,BRADFORD,12,0,NO
1995,02/15/1996,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1985,04/11/1986,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,09/16/1997,"Heath, Francis A. & Ruth E. Heath",Cattaraugus,LAKESHORE,0,0,YES
1976,08/25/1994,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,0,0,YES
1971,09/23/1994,Bucher Brothers,Cattaraugus,BRADFORD,42,24,NO
1984,06/06/1985,Oily Ann Oil And Gas Inc.,Cattaraugus,BRADFORD,4,0,NO
1988,04/12/1989,"F. L. Stead & Associates,  Inc.",Erie,BRANT-EDEN,0,0,NO
1993,04/04/1994,Lamar Exploration Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1996,02/04/1997,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,0,0,YES
1992,03/29/1993,"Smith, Richard A.",Chautauqua,LAKESHORE,0,0,YES
1983,04/11/1984,Wwb Energy Corp.,Genesee,ALEXANDER,0,0,NO
1989,03/01/1990,"Brown, Edward J. and Anne D.",Seneca,ROSE HILL,0,0,YES
1988,04/05/1989,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1981,06/20/1994,"Templeton, W M",Cattaraugus,,0,0,NO
1989,02/14/1990,"F. L. Stead & Associates,  Inc.",Erie,BRANT-EDEN,0,0,NO
1995,03/29/1996,"Matrix Energy Development, Inc.",Cattaraugus,LAKESHORE,0,0,YES
1981,06/10/1994,Columbia Gas Transmission Corp.,Schuyler,GINGERBREAD CORNERS,0,0,YES
1997,04/20/1998,Bemus Point Central School District,Chautauqua,LAKESHORE,0,0,YES
1991,04/01/1992,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1989,04/10/1990,"Buffington, Richard J. Jr.",Allegany,RICHBURG,4,0,NO
1975,08/30/1994,National Fuel Gas Supply Corp.,Allegany,STATE LINE,0,0,INACTIVE
1994,04/05/1995,Kinley Oil & Gas Corp.,Cattaraugus,BRADFORD,0,97,INACTIVE
1989,04/12/1990,Akron Energy,Erie,AKRON,0,0,NO
1980,06/15/1994,Witco Corp.,Cattaraugus,BRADFORD,182,0,NO
1999,03/24/2000,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1996,03/26/1997,Open Flow Gas Supply Corp.,Erie,LAKESHORE,0,0,NO
1995,04/01/1996,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1999,04/04/2000,"Shelex Drilling, Inc.",Chautauqua,NORTH HARMONY,0,1,INACTIVE
1969,10/03/1994,"Kennemuth, R.L.",Allegany,,43,13,NO
1997,03/20/1998,"Southwell, Russell  W",Chautauqua,BUSTI,70,17,NO
1972,09/21/1994,Valley Gas Corp.,Genesee,PAVILION,0,0,NO
1978,07/11/1994,M & W Oil Co.,Cattaraugus,BRADFORD,5,0,NO
1996,04/25/1997,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1999,03/29/2000,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1969,09/30/1994,Iroquois Gas Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1976,08/26/1994,D-Y-M Corp.,Steuben,BEECH HILL-INDEPENDENCE,23,0,NO
1977,08/11/1994,"McKee, Robert S",Allegany,RICHBURG,0,8,INACTIVE
1994,04/06/1995,Moose Oil Co.,Allegany,RICHBURG,13,79,NO
1992,05/12/1993,"Ardent Resources, Inc.",Yates,SOUTH PENN YAN,0,0,INACTIVE
1994,06/19/1995,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,INACTIVE
1982,05/06/1994,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,78,3,NO
1995,02/15/1996,Fea Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1987,03/29/1988,"Desert Gas Exploration, Inc.",Chautauqua,GERRY-CHARLOTTE,0,0,NO
1993,04/12/1994,"Sampson Creek Acres, Inc.",Seneca,SENECA FALLS,0,0,YES
1979,06/29/1994,"Edler, John L. & John W.",Cattaraugus,DAYTON,0,0,YES
1987,02/29/1988,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,WEST AUBURN,0,0,YES
1997,04/09/1998,"Ardent Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,03/10/1997,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1982,05/24/1994,TGX Corp.,Erie,EAST AURORA,0,0,NO
1985,04/22/1986,"Densmore, Winfield F. & Debra",Chautauqua,LAKESHORE,0,0,YES
1991,04/03/1992,Sherman Oil Co.,Allegany,RICHBURG,13,0,NO
1993,04/05/1994,L. W. Resources,Erie,AKRON,0,0,
1987,04/19/1988,"Tony's, Inc.",Chautauqua,LAKESHORE,0,0,YES
1996,03/10/1997,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1978,07/11/1994,Tiggs Drilling Company,Cattaraugus,BRADFORD,8,15,NO
1999,04/07/2000,Great Lakes Energy Partners,Erie,BRANT-EDEN,0,0,NO
1994,03/24/1995,Symbol Oil Corp.,Erie,BRANT-EDEN,0,0,NO
1995,04/18/1996,"Traxler, Joyce",Genesee,UHLEY CORNERS-CALEDONIA,0,0,YES
1990,02/20/1991,B & H Oil Co.,Allegany,RICHBURG,10,0,NO
1982,05/25/1994,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,0,0,NO
1982,05/31/1994,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,634,39,YES
1993,08/23/1994,Dominion Energy Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1993,03/17/1994,"Subsea Oil & Gas, Inc.",Genesee,ALDEN-LANCASTER,0,0,NO
1984,04/01/1985,"Templeton, W M",Cattaraugus,LAKESHORE,0,0,NO
1992,04/27/1993,National Fuel Gas Supply Corp.,Erie,ALDEN-LANCASTER,0,0,NO
1995,03/29/1996,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1993,02/09/1994,"Smith, Wayne L",Wyoming,WYOMING,0,0,YES
1996,03/31/1997,"Geo Ventures, Inc.",Chautauqua,LAKESHORE,0,0,NO
1977,08/10/1994,"Childs, Alanson & Marjorie",Allegany,RICHBURG,0,10,INACTIVE
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1991,06/02/1992,"Wightman, Robert N.",Allegany,RICHBURG,8,1,NO
1999,03/23/2000,"Anderson, Joyce A.",Chautauqua,LAKESHORE,0,0,YES
1987,04/27/1988,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,02/29/1988,"Bucher, Charles J",Cattaraugus,FOUR MILE,10,0,NO
1994,01/18/1995,"Aldinger, Gerald F. & Naomi R.",Erie,ALDEN-LANCASTER,0,0,YES
1999,03/23/2000,Wyckoff Development Co.,Steuben,WYCKOFF,1,0,NO
1997,04/01/1998,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1993,02/28/1994,"Pan Energy Company, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1986,04/13/1987,Silver Creek Drilling Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1976,08/25/1994,National Fuel Gas Supply Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1995,04/03/1996,National Fuel Gas Supply Corp.,Erie,LAKESHORE,0,0,INACTIVE
1987,03/21/1988,"Gas & Gas, Inc.",Erie,LAKEVIEW,0,0,NO
1986,03/19/1987,Eagle Oil,Allegany,RICHBURG,20,0,NO
1987,04/22/1988,"Celestial Realty Co., Inc.",Erie,ELMA,0,0,YES
1990,04/05/1991,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,04/05/1995,"Short,  Harold B.",Allegany,BEECH HILL-INDEPENDENCE,0,0,
1977,08/12/1994,"Young, Douglas V.",Allegany,RICHBURG,35,0,NO
1997,04/07/1998,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1992,04/21/1993,"Evinczik, Joseph A",Chautauqua,BUSTI,1,0,NO
1980,06/13/1994,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,9,1,NO
1998,02/08/1999,"Plants and Goodwin, Inc.",Allegany,RICHBURG,46,0,NO
1978,07/14/1994,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,0,0,YES
1994,01/25/1995,"Wood, Robert H. & Joyce",Cattaraugus,LAKESHORE,0,0,YES
1999,05/30/2000,Degitz-Stevenson Financial Security Partnership,Cattaraugus,BRADFORD,5,0,NO
1990,03/18/1991,"Naar, Manfred",Steuben,RATHBONE,0,0,YES
1999,04/04/2000,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1992,04/07/1993,Wells College,Cayuga,UNNAMED,0,0,YES
1985,10/22/1986,"Iantorno, Rubens",Allegany,RICHBURG,2,0,NO
1984,04/03/1985,Saint Barnabas R.C. Church,Erie,ALDEN-LANCASTER,0,0,YES
1988,04/12/1989,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,04/07/1989,"Lenape Resources Corp., The",Livingston,FINNEGAN HILL,0,0,NO
1996,03/28/1997,Seneca Resources Corporation,Erie,BRANT-EDEN,0,0,NO
1979,07/08/1994,"Jud Noble & Associates, Inc.",Genesee,INDIAN FALLS,0,0,YES
1985,05/23/1986,"Ewell, John & Jean",Wyoming,PAVILION,0,0,INACTIVE
1988,03/31/1989,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1987,02/29/1988,Mountain Oil Co.,Allegany,RICHBURG,0,0,NO
1986,04/15/1987,"Doran & Associates, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1994,01/30/1995,"Thompson, Kenneth L",Erie,CLARENCE,0,0,YES
1988,04/07/1989,Benson Oil Co.,Cattaraugus,CHIPMUNK,0,0,
1986,03/26/1987,"Templeton Energy,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1995,04/04/1996,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,YES
1993,03/08/1994,"Red Wing Co., Inc.",Chautauqua,LAKESHORE,0,0,YES
1997,04/01/1998,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1985,03/26/1986,Ladd Petroleum Corp.,Allegany,GORDON BROOK,0,0,NO
1997,03/20/1998,Symbol Oil Corp.,Genesee,ALDEN-LANCASTER,0,0,NO
1995,12/03/1997,"Exchange Oil & Gas,  Inc.",Cattaraugus,FIVE MILE,0,0,INACTIVE
1990,02/14/1991,"Operating Engineers Local 17 Training Fund, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1988,03/30/1989,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,NO
1998,05/03/1999,Avoca Farms Ltd,Steuben,AVOCA,0,0,YES
1989,03/12/1990,"Eastern States Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,07/18/1989,Walker Exploration & Production Corp.,Chautauqua,CLYMER,0,0,INACTIVE
1999,02/22/2000,"Kent, John A. and Penny S.",Chautauqua,LAKESHORE,0,0,YES
1986,01/12/1987,Mother of Divine Grace Church,Erie,BUFFALO,0,0,YES
1999,02/04/2000,"Morris, Geraldine M.",Chautauqua,LAKESHORE,0,0,YES
1975,08/31/1994,Anderson Oil Co.,Steuben,WYCKOFF,0,0,NO
1983,02/02/1984,"Dedrick, Douglas",Erie,EAST AURORA,0,0,NO
1999,05/16/2000,B B & K Oil Co.,Allegany,RICHBURG,11,0,NO
1997,01/20/1998,"Stuck, Marion",Allegany,RICHBURG,0,4,INACTIVE
1999,04/07/2000,L. W. Resources,Cattaraugus,LAKESHORE,0,0,NO
1993,04/05/1994,"Saxton, Richard W.",Cayuga,WEST AUBURN,0,0,INACTIVE
1988,07/24/1989,"Aerospace Industrial Center, Inc.",Erie,BUFFALO,0,0,INACTIVE
1988,03/14/1989,Waste Water Treatment Plant,Chautauqua,LAKESHORE,0,0,YES
1993,04/04/1994,Dannic Energy Corp.,Chautauqua,LAKESHORE,0,3,INACTIVE
1967,10/07/1994,Richardson Petroleum Corp.,Allegany,BEECH HILL-INDEPENDENCE,82,0,NO
1984,04/03/1985,Hunt Oil Co.,Allegany,RICHBURG,15,3,NO
1987,04/19/1988,Sherman Oil Co.,Allegany,RICHBURG,12,0,NO
1985,06/19/1986,"Dudeck, James R",Chautauqua,LAKESHORE,0,1,INACTIVE
1986,02/06/1987,CNG Transmission Corp.,Erie,CONCORD,0,0,YES
1998,02/04/1999,Potter Oil Co.,Allegany,FULMER VALLEY,0,1,INACTIVE
1989,03/06/1990,"Mesler, Norman C",Allegany,RICHBURG,42,0,NO
1984,06/06/1985,McCaffery & Krampf Oil Co.,Cattaraugus,CHIPMUNK,2,0,
1999,05/15/2000,Lackawanna City School District,Erie,BUFFALO,0,0,YES
1980,06/20/1994,E & R Leasing,Chautauqua,LAKESHORE,0,0,NO
1987,03/29/1988,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1992,03/25/1993,Attica Central School District,Wyoming,ATTICA,0,0,YES
1985,01/31/1986,"Jennings, Earl",Allegany,RICHBURG,9,0,NO
1978,07/13/1994,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,YES
1985,03/26/1986,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1994,02/14/1995,"Everman, Henry G",Livingston,DANSVILLE,0,0,YES
1988,03/30/1989,Fault Line Oil Corporation,Cattaraugus,CHAFFEE-ARCADE,0,0,NO
1992,04/05/1993,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1992,03/29/1993,Douglas Oil & Gas Limited Partnership,Chautauqua,LAKESHORE,0,0,INACTIVE
1979,07/01/1994,"Chapman,  C.W.",Chautauqua,BUSTI,0,1,INACTIVE
1984,04/02/1985,Eye Petroleum Association,Erie,LAKESHORE,0,0,NO
1998,01/21/1999,"Friendship Dairies, Inc.",Allegany,FRIENDSHIP,0,0,YES
1986,03/11/1987,Piarist Fathers,Erie,LAKEVIEW,0,0,YES
1982,05/26/1994,J & L Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1998,03/22/1999,United States Gypsum Co.,Genesee,BETHANY,0,0,NO
1981,06/01/1994,Boraldon & Co.,Chautauqua,LAKESHORE,0,0,NO
1983,04/11/1984,"Vanscoy, James S & Regina M.",Cattaraugus,BRADFORD,4,0,NO
1996,01/09/1997,"Edler, John L. & John W.",Cattaraugus,INDIAN CREEK,0,0,YES
1998,04/01/1999,"Ardent Resources, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1983,03/09/1984,"Arrowhead Gas Producers, Inc.",Chautauqua,LAKESHORE,0,0,NO
1983,04/19/1984,Quaker State Corp.,Cattaraugus,CHIPMUNK,8,0,YES
1999,04/13/2000,"Heath, Francis A. & Ruth E. Heath",Cattaraugus,LAKESHORE,0,0,YES
1994,04/05/1995,"Evinczik, Joseph A",,,0,0,
1996,01/28/1997,Erie County Water Authority,Erie,LAKEVIEW,0,0,YES
1981,06/16/1994,"Skiver, Allen D",Allegany,RICHBURG,0,0,YES
1995,04/03/1996,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,0,0,NO
1995,03/04/1996,New York Gas & Oil Drilling Co,Genesee,ALDEN-LANCASTER,0,0,NO
1993,04/01/1994,Walter C. Guthrie & Sons,Wyoming,LEICESTER,0,0,YES
1990,05/22/1991,"Cooper, Elton C",Allegany,FULMER VALLEY,0,16,INACTIVE
1989,03/29/1990,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,03/01/1990,Evans-Brant (Lake Shore) Central School District,Erie,LAKEVIEW,0,0,YES
1975,08/30/1994,National Fuel Gas Supply Corp.,Cattaraugus,LAKESHORE,0,0,YES
1992,04/07/1993,"Clark, Ralph",Allegany,RICHBURG,0,20,INACTIVE
1989,03/02/1990,"Mathis, Edna Joyce",Erie,ELMA,0,0,YES
1986,02/02/1987,Allied Corp.,Onondaga,TULLY BRINE,0,0,
1989,03/19/1990,"Alden Aurora Gas Co.,  Inc.",Genesee,ALDEN-LANCASTER,0,0,NO
1999,04/07/2000,Great Lakes Energy Partners,Chautauqua,LAKESHORE,0,0,NO
1983,02/28/1984,"P & S Drilling, Inc.",Erie,ELMA,0,0,NO
1982,05/24/1994,National Fuel Gas Supply Corp.,Erie,,0,0,YES
1997,04/07/1998,Altimus & Associates,Chautauqua,LAKESHORE,0,0,NO
1993,03/28/1994,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1978,07/15/1994,D-Y-M Corp.,Steuben,BEECH HILL-INDEPENDENCE,23,0,NO
1976,08/23/1994,Thomas A Miller Oil Co.,Cattaraugus,BRADFORD,7,12,NO
1994,01/30/1995,"Pedestal Oil Co., Inc.",Cattaraugus,CHIPMUNK,0,0,INACTIVE
1986,04/10/1987,"Anderson, Stanley K.",Chautauqua,LAKESHORE,0,0,YES
1990,04/05/1991,"Kidder Exploration, Inc.",Chautauqua,SPRAGUE HILL,1,0,NO
1967,10/07/1994,"Ebenezer Oil Co., Inc.",Allegany,BEECH HILL-INDEPENDENCE,7,10,NO
1989,03/29/1990,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,04/03/2000,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1999,02/24/2000,"Demambro, Gene Brian",Chautauqua,LAKESHORE,0,0,YES
1973,09/15/1994,Thropp Oil & Gas Corp.,Cattaraugus,FIVE MILE,15,0,NO
1975,08/30/1994,National Fuel Gas Supply Corp.,Cattaraugus,LAKESHORE,0,0,YES
1993,04/05/1994,Sherman Oil Co.,Allegany,RICHBURG,15,0,NO
1994,01/19/1995,"Weber, Richard",Erie,BUFFALO,0,0,YES
1973,09/15/1994,Hughes Oil Co.,Allegany,RICHBURG,4,1,NO
1989,02/08/1990,"Widmer's Wine Cellars, Inc.",Ontario,NAPLES,0,0,YES
1981,06/01/1994,"Dunkirk Ice Cream Co.,  Inc.",Chautauqua,LAKESHORE,0,0,YES
1986,02/19/1987,Bemus Point Central School District,Chautauqua,LAKESHORE,0,0,YES
1972,09/20/1994,B & D Oil Co.,Allegany,RICHBURG,0,0,
1996,04/07/1997,Newman & Shannon Oil Co.,Cattaraugus,CHIPMUNK,1,0,NO
1984,04/03/1985,"Midwest Exploration, Inc.",Genesee,ALDEN-LANCASTER,0,0,NO
1989,04/12/1990,"Johnson, Mark & Troy",Chautauqua,BUSTI,17,0,NO
1988,03/13/1989,B & H Oil Co.,Allegany,RICHBURG,10,0,NO
1976,08/24/1994,"Sherwood, Helen",Cattaraugus,CHIPMUNK,8,0,NO
1987,03/21/1988,Troy Pipe & Supply Co.,Chautauqua,LAKESHORE,0,0,NO
1991,04/03/1992,Eclipse Gas Drilling No 2,Erie,AKRON,0,0,NO
1989,04/12/1990,"Yahn & Yahn, Inc.",Allegany,BEECH HILL-INDEPENDENCE,12,0,NO
1982,05/25/1994,"Consolidated Exploration  & Gathering, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1974,09/07/1994,"Bellows, Herbert & Nellie",Allegany,FULMER VALLEY,4,0,NO
1997,04/06/1998,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,0,0,YES
1986,03/11/1987,T. E. McCaffery Oil Co.,Cattaraugus,CHIPMUNK,1,0,NO
1981,06/09/1994,Clover Oil & Gas Co.,Genesee,ALDEN-LANCASTER,0,0,NO
1997,01/15/1998,Regal Energy Limited,Erie,ORCHARD PARK-HAMBURG,0,0,INACTIVE
1985,05/23/1986,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,0,0,NO
1991,03/19/1992,"Morse, Terry S",Chautauqua,LAKESHORE,0,0,NO
1987,04/22/1988,Byron-Bergen Central School,Genesee,BERGEN,0,0,YES
1989,03/16/1990,Wyckoff Development Co.,Steuben,WYCKOFF,0,0,NO
1978,07/11/1994,Estate of  Richard G Smith,Allegany,RICHBURG,3,16,NO
1989,01/25/1990,Eden Central School District,Erie,BRANT-EDEN,0,0,YES
1975,08/30/1994,"Fox, Dale F.",Cattaraugus,,0,2,INACTIVE
1992,04/19/1993,"Ekas, David & Archer",Cattaraugus,BRADFORD,16,0,NO
1988,07/24/1989,"Sharon Resources, Inc.",Wyoming,SHELDON,0,0,NO
1990,03/26/1991,"Weidner, Anne M.",Erie,BRANT-EDEN,0,0,YES
1980,06/14/1994,"Flint Oil & Gas, Inc.",Cattaraugus,UTLEY BROOK,0,0,NO
1998,03/16/1999,"Red Wing Co., Inc.",Chautauqua,LAKESHORE,0,0,YES
1999,03/27/2000,Richardson Petroleum Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,1,INACTIVE
1988,04/06/1989,"Meeder, Clinton C.",Chautauqua,LAKESHORE,0,0,NO
1984,04/03/1985,"Lenape Resources Corp., The",Genesee,PAVILION,0,0,NO
1984,04/03/1985,"Lenape Resources Corp., The",Wyoming,JAVA,0,0,NO
1987,02/29/1988,Southwestern Central School District,Chautauqua,LAKESHORE,0,0,YES
1983,04/23/1984,"Chautauqua Natural Gas Co., Inc",Chautauqua,LAKESHORE,0,0,NO
1994,02/24/1995,Douglas Oil & Gas Limited Partnership,Chautauqua,LAKESHORE,0,0,INACTIVE
1989,04/13/1990,"Empire Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1983,03/26/1984,West Brothers,Wyoming,LEICESTER,0,0,YES
1996,01/21/1997,"GH Graf Realty Corp., Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1993,05/20/1994,"Winter, Clarence",Erie,NORTH COLLINS,0,0,YES
1990,03/19/1991,"Trahan Petroleum, Inc.",Chautauqua,LAKESHORE,0,0,NO
1980,06/15/1994,National Fuel Gas Supply Corp.,Cattaraugus,,0,0,YES
1982,05/25/1994,Westinghouse Electric Corp.,Erie,ALDEN-LANCASTER,0,0,INACTIVE
1997,03/23/1998,A. J. Lease Account,Cattaraugus,DUTCH HILL,0,0,NO
1990,01/25/1991,C L Haines Mfg Co.,Steuben,AVOCA,0,0,YES
1977,08/15/1994,"Hanes,  Merlin",Cattaraugus,CHIPMUNK,16,0,NO
1998,04/01/1999,Pepsi Cola Buffalo Bottling Corp.,Erie,ALDEN-LANCASTER,0,0,YES
1983,04/10/1984,"Envirogas, Inc.",Cattaraugus,DAYTON,0,0,INACTIVE
1986,03/19/1987,"Jones, Merle R",Allegany,RICHBURG,8,34,NO
1989,03/06/1990,"O'Shanter Resources,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1989,02/14/1990,"F. L. Stead & Associates,  Inc.",Erie,BRANT-EDEN,0,0,NO
1997,04/01/1998,"Geo Ventures, Inc.",Erie,CONCORD,0,0,NO
1985,02/24/1986,Potter & Childs,Allegany,BEECH HILL-INDEPENDENCE,2,1,NO
1992,04/13/1993,"Bouquin, Fred C Jr",Cattaraugus,BRADFORD,1,3,YES
1998,04/07/1999,"GFS Energy, Inc.",Wyoming,CASCADE BROOK,0,0,INACTIVE
1999,04/12/2000,"REI-NY, LLC",Chautauqua,LAKESHORE,1,0,NO
1982,06/01/1994,"Hugoton Petroleum,  Inc.",Genesee,PAVILION,0,0,NO
1983,02/01/1984,"Green Hoe Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,04/01/1997,Morris Oil Co.,Cattaraugus,BRADFORD,1,0,NO
