Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1993,03/22/1994,Columbia Natural Resources  LLC,Cattaraugus,JERSEY HOLLOW,0,0,INACTIVE
1983,04/10/1984,Columbia Gas Transmission Corp.,Cattaraugus,PIGEON HILL,0,0,INACTIVE
1995,09/12/1996,"East View Farms, Inc.",Genesee,PAVILION,0,0,YES
1998,02/18/1999,"East Resources, Inc.",Allegany,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1998,03/11/1999,J. J. Bucher Producing Corporation,Allegany,RICHBURG,42,13,NO
1981,06/17/1994,"Martiny, Charles",Cattaraugus,BRADFORD,3,0,NO
1981,06/10/1994,"Arapaho Ventures of NY, Inc.",Wyoming,,0,0,NO
1992,04/16/1993,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,0,0,NO
1986,04/10/1987,"Lenape Resources Corp., The",Wyoming,LEICESTER,0,0,NO
1994,02/17/1995,Collins Oil Co.,Allegany,RICHBURG,0,6,INACTIVE
1985,06/02/1986,Mitchell Exploration Corp.,Cattaraugus,HOG HOLLOW,0,0,INACTIVE
1996,01/24/1997,"Robnett, Esabelle",Erie,AKRON,0,0,INACTIVE
1990,02/13/1991,National Fuel Gas Supply Corp.,Cattaraugus,LAKESHORE,0,0,NO
1998,01/08/1999,"Weber, Richard",Erie,BUFFALO,0,0,YES
1998,04/06/1999,L. W. Resources,Chautauqua,LAKESHORE,0,0,NO
1986,03/26/1987,"Lindquist, Henry",Allegany,RICHBURG,7,0,NO
1972,09/20/1994,M & W Oil Co.,Cattaraugus,BRADFORD,5,0,NO
1985,05/23/1986,Maynard Oil Co.,Erie,LAKEVIEW,0,0,NO
1986,01/20/1987,"Sager, Howard & Judith",Cattaraugus,LAKESHORE,0,0,YES
1991,03/19/1992,New Gas Drilling Co.,Chautauqua,LAKESHORE,0,0,NO
1969,09/30/1994,Iroquois Gas Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,0,NO
1990,04/05/1991,"Tomaka-Bay Energy Co., Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1987,05/17/1988,Dominion Energy Corp.,Erie,ELMA,0,0,NO
1988,04/03/1989,"Empire Exploration, Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/26/1994,"Lenape Resources Corp., The",Chautauqua,LAKESHORE,0,0,YES
1997,04/01/1998,Seneca Resources Corporation,Chautauqua,LAKESHORE,0,0,NO
1979,06/29/1994,"Dudar, John",Allegany,RICHBURG,9,0,NO
1991,02/19/1992,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,33,38,NO
1983,04/11/1984,"Mesler, Norman C",Allegany,RICHBURG,0,20,INACTIVE
1993,02/14/1994,"Smith, Wayne P.",Allegany,FARMERSVILLE,0,0,INACTIVE
1992,04/07/1993,North Central Oil Corp.,Cattaraugus,LAKESHORE,0,0,
1984,06/26/1985,Arlington Exploration Co.,Livingston,,0,0,NO
1972,09/20/1994,Quaker State Corp.,Cattaraugus,BRADFORD,0,0,INACTIVE
1977,08/19/1994,National Fuel Gas Supply Corp.,Steuben,WEST UNION,0,0,INACTIVE
1998,05/28/1999,"Howles, William",Erie,ELMA,0,0,INACTIVE
1983,01/31/1984,Penerex Corp.,Allegany,FULMER VALLEY,2,0,NO
1997,04/20/1998,"Schiralli, Louie",Allegany,RICHBURG,8,7,NO
1995,04/04/1996,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,YES
1986,02/19/1987,Joyce Management Corp.,Allegany,ANDOVER,7,0,NO
1999,03/03/2000,Dannic Energy Corp.,Chautauqua,LAKESHORE,0,0,NO
1984,04/04/1985,U S Energy Development Corp.,Chautauqua,LAKESHORE,0,0,NO
1995,04/09/1996,Eastern American Energy Corp.,Cattaraugus,LAKESHORE,0,0,NO
1986,01/12/1987,"Gellman, Gellman & Snyder",Wyoming,DANLEY CORNERS,0,0,
1987,04/22/1988,Attica Central School District,Wyoming,ATTICA,0,0,YES
1992,01/15/1993,"Goose Creek Drilling, Inc.",Chautauqua,LAKESHORE,0,0,
1992,04/26/1993,"Eastern States Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1983,04/09/1984,"Haywood, Henry G",Chemung,VAN ETTEN,0,0,YES
1996,03/28/1997,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1999,02/04/2000,D & D Oil,Allegany,BROWNING,0,64,INACTIVE
1997,04/01/1998,Evans-Brant (Lake Shore) Central School District,Erie,LAKEVIEW,0,0,YES
1995,01/31/1996,"Crossley, Robert L",Chautauqua,MUD CREEK,0,0,YES
1986,04/15/1987,"Doran & Associates, Inc.",Chautauqua,LAKESHORE,0,0,NO
1969,10/03/1994,"Shaner, Ray C.",Allegany,RICHBURG,21,0,NO
1997,04/02/1998,Meridian Exploration Corp.,Seneca,FAYETTE-WATERLOO,0,0,NO
1986,07/01/1987,"Newman, Edgar F",Cattaraugus,,0,0,
1990,03/27/1991,Berea Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1987,03/21/1988,"Gas & Gas, Inc.",Erie,LAKEVIEW,0,0,NO
1992,03/25/1993,"Naar, Manfred",Steuben,RATHBONE,0,0,YES
1973,09/15/1994,"Hitchcock, Glen",Cattaraugus,BRADFORD,1,0,NO
1991,04/10/1992,Texas Meridian Operating Co.,Cattaraugus,LAKESHORE,0,0,NO
1989,03/12/1990,"Cordova Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,03/22/1988,"SCG Gas Quest, Inc.",Wyoming,CHAFFEE-ARCADE,0,0,YES
1994,04/06/1995,Permclip Products Corporation,Erie,BUFFALO,0,0,INACTIVE
1978,07/11/1994,"Guzzetta, Joseph & Carlyn",Cattaraugus,LAKESHORE,0,0,YES
1995,04/04/1996,L. W. Resources,Erie,NORTH COLLINS,0,0,NO
1987,04/13/1988,Estate of Edward Eckstrom,Chautauqua,BUSTI,23,0,NO
1981,06/16/1994,"Jones, Merle R",Allegany,RICHBURG,21,21,NO
1996,03/24/1997,"Subsea Oil & Gas, Inc.",Erie,AKRON,0,0,NO
1999,04/04/2000,Benson Oil Co.,Cattaraugus,CHIPMUNK,4,0,NO
1987,03/29/1988,Interco Energy Development Corp,Cattaraugus,CHAFFEE-ARCADE,0,0,NO
1979,06/30/1994,M & W Oil Co.,Cattaraugus,BRADFORD,5,0,NO
1996,03/19/1997,Symbol Oil Corp.,Erie,BRANT-EDEN,0,0,NO
1976,08/25/1994,"County Line Stone Co., Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1995,02/27/1996,"Venture Technology, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1998,03/04/1999,Lomak Operating Company,Erie,BRANT-EDEN,0,0,NO
1992,04/07/1993,"Kidder Exploration, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/24/1994,Dresser Trans Equipment Division,Erie,ALDEN-LANCASTER,0,0,INACTIVE
1988,03/22/1989,"Sescil, Robert J.",Erie,AKRON,0,0,YES
1999,04/07/2000,L. W. Resources,Chautauqua,LAKESHORE,0,0,YES
1975,08/31/1994,Gemini Oil Company,Chautauqua,BUSTI,21,0,NO
1983,06/05/1984,"Martiny, Charles",Cattaraugus,BRADFORD,3,0,NO
1997,01/20/1998,Cheektowaga-Maryvale Union Free School District,Erie,BUFFALO,0,0,YES
1973,09/15/1994,"Southwell, Russell  W",Chautauqua,BUSTI,41,0,NO
1981,06/16/1994,"Ebenezer Oil Co., Inc.",Allegany,FULMER VALLEY,22,0,NO
1980,06/27/1994,F.E. Petroleum Corp.,Genesee,INDIAN FALLS,0,0,INACTIVE
1982,05/24/1994,Arcata Graphics Buffalo,Erie,ALDEN-LANCASTER,0,0,YES
1989,03/06/1990,"Spaulding Composites Co., Inc.",Erie,BUFFALO,0,0,INACTIVE
1974,09/08/1994,Meridian Exploration Corp.,Chautauqua,LAKESHORE,0,0,NO
1991,03/23/1992,Columbia Natural Resources  LLC,Chautauqua,LAKESHORE,0,0,NO
1997,03/18/1998,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1997,02/13/1998,"Kingsley, Edgar",Wyoming,LEICESTER,0,0,YES
1996,04/08/1997,L. W. Resources,Erie,BRANT-EDEN,0,0,NO
1984,04/11/1985,Columbia Gas Transmission Corp.,Chautauqua,ELLERY,0,5,INACTIVE
1983,02/07/1984,Iroquois Central School District,Erie,ELMA,0,0,YES
1993,04/01/1994,United States Gypsum Co.,Genesee,BETHANY,0,0,NO
1985,03/03/1986,B B & K Oil Co.,Cattaraugus,BRADFORD,9,14,NO
1997,04/02/1998,Seneca Resources Corporation,Erie,BRANT-EDEN,0,0,NO
1997,04/07/1998,Belden & Blake Corporation,Chautauqua,LAKESHORE,0,0,NO
1974,09/08/1994,National Fuel Gas Supply Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,0,YES
1989,03/06/1990,"McNamara, John J Jr",Erie,NORTH COLLINS,0,0,YES
1973,09/14/1994,F.E. Petroleum Corp.,Genesee,INDIAN FALLS,0,0,INACTIVE
1972,09/20/1994,"Suozzi, Daniel",Erie,EAST AURORA,0,0,YES
1987,04/27/1988,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,0,0,INACTIVE
1999,02/26/2002,"Bunch, John",Erie,ALDEN-LANCASTER,0,0,YES
1987,04/19/1988,Sisters of St. Joseph,Erie,ALDEN-LANCASTER,0,0,YES
1982,05/18/1994,"Warriner, Wayne",Steuben,UNNAMED,0,0,YES
1991,02/11/1992,Pennsylvania General Energy,Cattaraugus,BRADFORD,0,8,NO
1969,09/30/1994,Iroquois Gas Corp.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1998,08/05/1999,Fault Line Oil Corporation,Cattaraugus,UNNAMED,0,0,INACTIVE
1982,05/27/1994,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1985,04/07/1986,"Hale, Michael L.",Cattaraugus,BRADFORD,1,0,NO
1993,07/25/1994,"Weise, Russell A. Jr. & Kay P.",Chautauqua,LAKESHORE,0,0,YES
1986,03/11/1987,McO.Resources Corp.,Ontario,EAST BLOOMFIELD,0,0,NO
1990,03/26/1991,"Spur Petroleum, Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1990,03/29/1991,TGX Corp.,Chautauqua,GERRY-CHARLOTTE,0,0,NO
1980,06/13/1994,"Reynolds, James W",Allegany,FULMER VALLEY,0,4,YES
1969,10/04/1994,Miller Oil Co.,Cattaraugus,BRADFORD,8,1,NO
1995,04/25/1996,"R. W. Taylor & Sons, Inc.",,,0,0,
1996,01/28/1997,"Haier, Frederick and Phyllis",Erie,NORTH COLLINS,0,0,INACTIVE
1995,04/02/1996,United States Gypsum Co.,Genesee,HURON CREEK,0,0,
1987,02/29/1988,"Edler, John L. & John W.",Cattaraugus,DAYTON,0,0,YES
1985,01/31/1986,"Briggs, Courtland M.",Erie,ELMA,0,0,INACTIVE
1999,02/07/2000,Estate of Merrell C. Smith,Erie,ELMA,0,0,YES
1993,07/01/1994,"Rose State Custom Service, Inc",Cayuga,WEST AUBURN,0,0,YES
1984,04/08/1985,Vandermark Associates,Allegany,GORDON BROOK,0,0,INACTIVE
1991,01/13/1992,"Stuck, Marion",Allegany,RICHBURG,4,0,NO
1987,04/22/1988,"Briggs, Courtland M.",Erie,ELMA,0,0,NO
1986,04/13/1987,A. J. Lease Account,Cattaraugus,FIVE MILE,0,5,NO
1995,04/25/1996,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1986,03/10/1987,National Fuel Gas Supply Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1998,01/25/1999,Estate of Bernice J.Swartout,Chautauqua,LAKESHORE,0,0,YES
1992,04/12/1993,"Atkinson, James W. & Patricia",Oswego,PULASKI,0,0,YES
1996,10/20/1997,"Short,  Harold B.",Allegany,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1992,03/26/1993,Libra Petroleum Company,Chautauqua,BUSTI,67,6,
1992,04/12/1993,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,YES
1994,01/19/1995,"Hall, Frank & Barbara",Chautauqua,LAKESHORE,0,0,YES
1986,03/05/1987,"Bounty Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1968,10/05/1994,"Kennemuth, R.L.",Allegany,,50,7,NO
1998,02/04/1999,"Smith, Richard A.",Chautauqua,LAKESHORE,0,0,YES
1989,03/01/1990,"Ebenezer Oil Co., Inc.",Allegany,RICHBURG,30,0,NO
1978,07/14/1994,West Brothers,Genesee,ALDEN-LANCASTER,0,0,NO
1990,04/01/1991,"Key Trust Co of Ohio, N.A., Trustee",Cayuga,WEST AUBURN,0,0,YES
1994,04/03/1995,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,NO
1996,04/14/1997,"Ardent Resources, Inc.",Madison,LEBANON,0,0,NO
1980,06/27/1994,"Aurelius Gas Company, Inc.",Seneca,,0,0,NO
1993,01/26/1994,"Densmore, Winfield F. & Debra",Chautauqua,LAKESHORE,0,0,YES
1999,04/05/2002,"Abbey, Kevin R.",Cattaraugus,LAKESHORE,0,0,YES
1996,04/08/1997,L. W. Resources,Genesee,AKRON,0,0,YES
1999,04/12/2000,Dragon Eye Oil Co.,Allegany,RICHBURG,0,17,INACTIVE
1980,06/27/1994,Whiting Door Manufacturing Corp.,Erie,AKRON,0,0,YES
1976,08/23/1994,"Fox, Dale F.",Allegany,,0,2,INACTIVE
1982,05/26/1994,"Envirogas, Inc.",Chautauqua,,0,0,NO
1995,04/15/1996,"Pan Energy Company, Inc.",Erie,SARDINIA,0,0,NO
1997,02/13/1998,"Forest Lodge, No. 166, F. & A. M.",Chautauqua,LAKESHORE,0,0,YES
1976,08/22/1994,Robert Oil Company,Allegany,RICHBURG,72,8,NO
1986,03/11/1987,"American Penn Energy,  Inc.",Erie,CONCORD,0,0,NO
1990,04/05/1991,Blossom Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1985,01/23/1986,Larson Larson & Larson,Chautauqua,BUSTI,20,0,NO
1974,09/07/1994,Hunt Oil Co.,Allegany,FULMER VALLEY,0,1,INACTIVE
1988,03/31/1989,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1976,08/25/1994,Seis-Ex Geophysical Ltd,Chautauqua,LAKESHORE,0,0,INACTIVE
1994,03/21/1995,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1993,03/22/1994,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1977,08/18/1994,Villafrank & Price,Chautauqua,LAKESHORE,0,0,NO
1980,06/13/1994,"McKee, Robert S",Allegany,FULMER VALLEY,0,1,INACTIVE
1983,03/26/1984,"Miller, William J II",Erie,BRANT-EDEN,0,0,NO
1991,03/23/1992,Columbia Natural Resources  LLC,Steuben,GLODES CORNERS ROAD,0,0,INACTIVE
1977,08/11/1994,"McKee, Robert S",Allegany,RICHBURG,0,2,INACTIVE
1976,08/26/1994,"East View Farms, Inc.",Genesee,PAVILION,0,0,
1997,03/23/1998,A. J. Lease Account,Cattaraugus,BIXBY HILL,0,0,NO
1999,08/10/2001,Keicher Brothers Enterprises,Wyoming,DANLEY CORNERS,0,0,YES
1992,04/13/1993,"Otis Eastern Service, Inc.",Allegany,FORD'S BROOK,0,0,NO
1986,03/10/1987,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,0,0,YES
1996,04/24/1997,Gastec Energy Corp.,Erie,BRANT-EDEN,0,0,NO
1993,02/28/1994,"Pan Energy Company, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1986,03/11/1987,"Subsea Oil & Gas, Inc.",Erie,BRANT-EDEN,0,0,NO
1994,04/05/1995,"Petch, Arthur & Susan",Erie,LAKESHORE,0,0,YES
1981,06/02/1994,Ketchurian & Co.,Chautauqua,LAKESHORE,0,0,NO
1999,04/06/2000,"Nornew, Inc.",Madison,LEBANON,0,0,NO
1997,02/20/1998,"Gebhard, Paul R.",Cattaraugus,LAKESHORE,0,0,YES
1993,03/31/1994,"Kent, John A. and Penny S.",Chautauqua,LAKESHORE,0,0,YES
1980,06/28/1994,Seis-Ex Geophysical Ltd,Steuben,CORNING,0,0,INACTIVE
1990,02/28/1991,Pennsylvania General Energy,Cattaraugus,BRADFORD,251,7,NO
1995,03/29/1996,"Matrix Energy Development, Inc.",Erie,LAKESHORE,0,0,NO
1997,01/20/1998,Depew Union Free School District,Erie,ALDEN-LANCASTER,0,0,YES
1995,04/02/1996,Big Tree Energy Partners,Wyoming,SILVER LAKE,0,0,NO
1993,04/05/1994,L. W. Resources,Erie,LAKESHORE,0,0,
1994,04/13/1995,"Yellen, Richard D. & Loretta K. Yellen",Erie,BRANT-EDEN,0,0,YES
1978,07/14/1994,Reliance Oil Cor.,Cayuga,AUBURN,0,0,YES
1986,04/10/1987,Empire Energies,Erie,NORTH COLLINS,0,0,NO
1973,09/15/1994,Daggett Oil Co.,Allegany,RICHBURG,40,47,NO
1979,07/01/1994,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1997,03/19/1998,"Shields, Timothy R. & Donnalee F.",Cattaraugus,LAKESHORE,0,0,YES
1986,03/11/1987,"American Penn Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,04/10/1987,"Payne, Allen",Cattaraugus,BRADFORD,18,1,NO
1988,03/31/1989,TGX Corp.,Erie,CONCORD,0,0,NO
1984,04/10/1985,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,LAKEVIEW,0,0,NO
1999,03/31/2000,Seneca Resources Corporation,Chautauqua,CASSADAGA CREEK,0,0,NO
1989,04/12/1990,"Bannon Energy, Inc.",Allegany,GORDON BROOK,0,0,NO
1996,04/08/1997,CNG Transmission Corp.,Steuben,WOODHULL,0,0,INACTIVE
1972,09/20/1994,"Frey,  Harold",Erie,ALDEN-LANCASTER,0,0,NO
1971,09/23/1994,"Geise, Lawrence J.",Cattaraugus,BRADFORD,5,0,NO
1998,08/05/1999,Philpac Corp.,Erie,BUFFALO,0,0,YES
1994,03/07/1995,"Copper Ridge Oil, Inc.",Cattaraugus,FIVE MILE,16,0,NO
1970,09/29/1994,Gerringer Oil Co.,Cattaraugus,BRADFORD,22,1,NO
1989,04/03/1990,Cabot Oil & Gas Corp.,Chautauqua,FRENCH CREEK,0,0,NO
1990,04/10/1991,"Engx, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,03/23/2000,"Growers Coop Grape Juice Co.,  Inc",Chautauqua,LAKESHORE,0,0,YES
1993,04/12/1994,"GFS Energy, Inc.",Steuben,UNNAMED,0,0,INACTIVE
1979,07/05/1994,"Evinczik, Joseph A",Chautauqua,BUSTI,0,0,NO
1995,04/23/1996,"Heintz Gas & Oil Co., Inc.",Chautauqua,LAKESHORE,0,0,NO
1993,02/28/1994,"Brown, David S.",Chautauqua,LAKESHORE,0,0,YES
1992,04/13/1993,National Fuel Gas Supply Corp.,Cattaraugus,DAYTON,0,0,NO
1986,01/23/1987,"Vanscoy, James S & Regina M.",Cattaraugus,CHIPMUNK,3,0,NO
1977,08/18/1994,"Eliskim, Inc.",Chautauqua,LAKESHORE,0,0,YES
1994,03/22/1995,Banks Gas Drilling Co.,Erie,BRANT-EDEN,0,0,NO
1994,03/23/1995,Seneca Resources Corporation,Cattaraugus,LAKESHORE,0,0,NO
1984,04/03/1985,"Westmin Resources,  Inc.",Livingston,UNNAMED,0,0,INACTIVE
1972,09/20/1994,"H Oil Co,/Stephens",Allegany,,15,0,NO
1997,03/06/1998,Villafrank & Wells,Chautauqua,LAKESHORE,0,0,NO
1992,04/09/1993,Belden & Blake Corporation,Cattaraugus,BRADFORD,166,0,NO
1986,03/18/1987,"Ebenezer Oil Co., Inc.",Steuben,BEECH HILL-INDEPENDENCE,0,16,INACTIVE
1986,03/10/1987,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,0,0,YES
1996,04/08/1997,CNG Transmission Corp.,Allegany,STATE LINE,0,0,NO
1994,09/08/1995,"Hopewell Oil & Gas, Inc.",Allegany,NILE,11,3,NO
1977,08/10/1994,"Bunnell, Herbert F.",Allegany,RICHBURG,155,21,NO
1991,03/13/1992,National Fuel Gas Supply Corp.,Cattaraugus,LAKESHORE,0,0,NO
1990,04/23/1991,"Harris, William",Genesee,UHLEY CORNERS-CALEDONIA,0,0,YES
1976,08/25/1994,Columbia Gas Transmission Corp.,Chautauqua,LAKESHORE,0,0,INACTIVE
1984,04/03/1985,"Lenape Resources Corp., The",Wyoming,,0,0,INACTIVE
1981,06/02/1994,"Tellinghuisen, George",Chautauqua,BUSTI,8,0,NO
1996,10/15/1997,Icon Energy Corp.,Allegany,RICHBURG,0,1,INACTIVE
1991,04/07/1992,Ginell Oil & Gas Association.,Erie,LAKEVIEW,0,0,NO
1990,02/07/1991,Pangea Petroleum Co.,Erie,CONCORD,0,0,NO
1999,04/07/2000,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,NO
1985,04/22/1986,"Clark, Bruce N.",Allegany,FULMER VALLEY,9,0,NO
1996,03/21/1997,Columbia Natural Resources  LLC,Steuben,,0,0,INACTIVE
1985,02/24/1986,Shorewood Farms Drilling,Erie,LAKEVIEW,0,0,YES
1980,06/22/1994,"Morse, Terry S",Chautauqua,LAKESHORE,0,0,NO
1993,06/15/1994,Fault Line Oil Corporation,Cattaraugus,ASHFORD,0,0,NO
1990,03/27/1991,"Universal Resources Holdings, Incorporated",Chautauqua,LAKESHORE,0,0,NO
1993,03/31/1994,National Fuel Gas Supply Corp.,Erie,LAKEVIEW,0,0,NO
1989,04/13/1990,Benson Oil Co.,Cattaraugus,CHIPMUNK,24,0,NO
1993,02/10/1994,"Parmelee, Terrence G. E.",Chautauqua,LAKESHORE,0,0,YES
1978,07/11/1994,Carey Hollow Oil Co.,Cattaraugus,BRADFORD,6,1,NO
1983,03/05/1984,"Templeton Energy,  Inc.",Erie,LAKESHORE,0,0,NO
1996,04/11/1997,"Field Service, Inc.",Erie,BRANT-EDEN,0,0,NO
1992,03/25/1993,Strippit Inc.,Erie,ALDEN-LANCASTER,0,0,YES
1978,07/11/1994,Frank H. Stephan Oil Group,Cattaraugus,BRADFORD,109,0,NO
1994,01/27/1995,"Sampson Creek Acres, Inc.",Seneca,SENECA FALLS,0,0,YES
1987,02/29/1988,Maple Oil Co.,Allegany,RICHBURG,9,0,NO
1974,09/08/1994,Wood Oil Co.,Cattaraugus,BRADFORD,9,9,NO
1985,03/03/1986,Seis-Ex Geophysical Ltd,Chautauqua,BUSTI,3,4,NO
1990,01/16/1991,Perry Gas Co.,Wyoming,LEICESTER,0,0,NO
1997,04/06/1998,"20 Bliss Street, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,05/25/2000,P & G Oil Co.,Allegany,FULMER VALLEY,0,11,INACTIVE
1994,04/06/1995,"GFS Energy, Inc.",Erie,ELMA,0,0,INACTIVE
1992,03/26/1993,"Frey Well Drilling, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1998,03/03/1999,Petrolia Oil & Gas Co.,Allegany,RICHBURG,1,0,NO
1980,06/13/1994,"Jones, Merle R",Allegany,RICHBURG,21,21,NO
1992,04/08/1993,Equitable Resources Exploraration,Cattaraugus,LAKESHORE,0,0,NO
1988,10/25/1990,"Westmin Resources,  Inc.",Livingston,HUNT HOLLOW,0,0,INACTIVE
1991,04/01/1992,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1991,04/24/1992,D-Y-M Corp.,Steuben,BEECH HILL-INDEPENDENCE,0,0,INACTIVE
1989,01/25/1990,"Meeder, Clinton C.",Chautauqua,LAKESHORE,0,0,NO
1985,01/27/1986,"Eliskim, Inc.",Chautauqua,LAKESHORE,0,0,YES
1980,06/20/1994,Eclipse Gas Drilling No 1,Chautauqua,LAKESHORE,0,0,NO
1993,03/21/1994,"Chautauqua Natural Gas Co., Inc",Chautauqua,LAKESHORE,0,0,NO
1997,04/09/1998,"GFS Energy, Inc.",Steuben,COLONEL BILLS CREEK,0,0,YES
1996,03/10/1997,Lomak Operating Company,Cattaraugus,LAKESHORE,0,0,NO
1984,04/10/1985,M & W Oil Co.,Cattaraugus,BRADFORD,7,0,NO
1999,03/23/2000,"Zent, Norman J. & Karen",Chautauqua,LAKESHORE,0,0,YES
1982,05/05/1994,"Baldwin, Grace I",Allegany,RICHBURG,1,0,NO
1987,04/13/1988,Vineyard Oil & Gas Company,Chautauqua,LAKESHORE,0,0,NO
1988,05/01/1989,SPI of Ohio,Chautauqua,LAKESHORE,0,0,NO
1973,09/15/1994,Miller Oil Co.,Cattaraugus,BRADFORD,11,3,NO
1988,04/13/1989,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,07/01/1988,"Northrop, David",Chautauqua,LAKESHORE,0,0,YES
1992,05/07/1993,TGX Corp.,Chautauqua,LAKESHORE,0,0,NO
1999,04/07/2000,"Resource America, Inc.",Chautauqua,NORTH HARMONY,0,0,NO
1998,05/21/1999,Heitman Gas,Chautauqua,LAKESHORE,0,0,NO
1992,04/07/1993,"Childs, Alanson & Marjorie",Allegany,RICHBURG,1,10,NO
1978,07/13/1994,"Evinczik, Joseph A",Chautauqua,BUSTI,1,0,NO
1974,09/09/1994,National Fuel Gas Supply Corp.,Ontario,VINCENT,0,0,YES
1998,03/23/1999,"Geo Ventures, Inc.",Erie,BRANT-EDEN,0,0,NO
1983,04/10/1984,Berea Oil & Gas Corp.,Chautauqua,LAKESHORE,1,0,NO
1999,04/07/2000,L. W. Resources,Chautauqua,GERRY-CHARLOTTE,0,0,YES
1989,03/26/1990,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1971,09/23/1994,River Oil Co.,Allegany,FULMER VALLEY,2,0,NO
1985,03/11/1986,Saint Barnabas R.C. Church,Erie,ALDEN-LANCASTER,0,0,YES
1974,09/08/1994,"Paragon Resources, Inc.",Chautauqua,,0,0,NO
1982,05/24/1994,"Francis, David K.",Erie,NORTH COLLINS,2,0,YES
1985,04/11/1986,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1980,06/13/1994,Sherman Oil Co.,Allegany,RICHBURG,26,25,NO
1993,04/05/1994,"Zielinski, Jason H.",Chautauqua,LAKESHORE,0,0,INACTIVE
1998,01/19/1999,"Seitz, Earl H.",Chautauqua,LAKESHORE,0,0,YES
1989,04/03/1990,Columbia Gas Transmission Corp.,Cattaraugus,JERSEY HOLLOW,0,0,INACTIVE
1991,03/16/1992,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,0,0,NO
1998,03/04/1999,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1994,09/18/1995,"Uhl, Donna M.",Cattaraugus,CHIPMUNK,4,0,NO
1986,04/10/1987,"Reynolds, James W",Allegany,FULMER VALLEY,0,1,INACTIVE
1985,04/10/1986,"Kabel, Ruth, G.",Erie,ORCHARD PARK-HAMBURG,0,0,INACTIVE
1979,07/05/1994,Lenacre Oil Co.,Chautauqua,BUSTI,46,0,NO
1985,08/14/1986,"Lenape Resources Corp., The",Chautauqua,GERRY-CHARLOTTE,0,0,NO
1992,04/13/1993,"Lenape Resources Corp., The",Livingston,AVON,0,0,NO
1989,04/09/1990,"SCG Gas Quest, Inc.",Erie,BRANT-EDEN,0,0,NO
1976,08/22/1994,Surprise Oil Co.,Allegany,,2,12,NO
1997,01/30/1998,"Uhl, Donna M.",Cattaraugus,CHIPMUNK,4,0,NO
1984,06/06/1985,"Vogel, Stasia Zoladz",Erie,LAKEVIEW,0,0,YES
